epoch,loss,auc,val_loss,val_auc
0,0.37661221623420715,0.7813464403152466,0.35727736353874207,0.8333635330200195
1,0.34711745381355286,0.8230444192886353,0.33238086104393005,0.8453776240348816
2,0.34015655517578125,0.8308204412460327,0.3250543177127838,0.8539103865623474
3,0.33216026425361633,0.8408145308494568,0.32494109869003296,0.8561678528785706
4,0.332459956407547,0.8398706912994385,0.31481561064720154,0.8624950647354126
5,0.32823845744132996,0.8457683324813843,0.31815072894096375,0.8632729053497314
6,0.3259049952030182,0.8486455678939819,0.3231104016304016,0.8653782606124878
7,0.32156670093536377,0.8529771566390991,0.31185635924339294,0.8700946569442749
8,0.31996995210647583,0.8550617694854736,0.30501294136047363,0.8714222311973572
9,0.31981831789016724,0.8551172614097595,0.3070991635322571,0.8740262985229492
10,0.31698712706565857,0.8576689958572388,0.33260175585746765,0.8728847503662109
11,0.31494519114494324,0.8603941202163696,0.2978200316429138,0.8792051672935486
12,0.3148992657661438,0.860404372215271,0.33702754974365234,0.8665457367897034
13,0.31481805443763733,0.8605433702468872,0.30162546038627625,0.8792271018028259
14,0.3109666109085083,0.8643351197242737,0.29586800932884216,0.8815680146217346
15,0.3089865446090698,0.8670381307601929,0.3099669814109802,0.8778798580169678
16,0.30829083919525146,0.867368221282959,0.3086419105529785,0.8832684755325317
17,0.3043330907821655,0.8710220456123352,0.3157767355442047,0.881767213344574
18,0.30273234844207764,0.8726315498352051,0.2960931658744812,0.8851552605628967
19,0.30285802483558655,0.8736231327056885,0.3059079647064209,0.8865988254547119
20,0.2948049306869507,0.8797183036804199,0.31516215205192566,0.8900925517082214
21,0.2945251166820526,0.881267249584198,0.2853594124317169,0.8979591727256775
22,0.29086408019065857,0.8839743733406067,0.29315185546875,0.899186372756958
23,0.28433364629745483,0.8906459212303162,0.280031681060791,0.9023813009262085
24,0.285953551530838,0.8887771368026733,0.2777852714061737,0.90421462059021
25,0.2822157144546509,0.8926984667778015,0.2849566638469696,0.9044879674911499
26,0.2793217897415161,0.8944999575614929,0.27085867524147034,0.908257007598877
27,0.2800558805465698,0.8937453031539917,0.2910340130329132,0.9074210524559021
28,0.2782840430736542,0.8957678079605103,0.2695460021495819,0.9077022075653076
29,0.27625709772109985,0.8972023129463196,0.2709044814109802,0.9089008569717407
30,0.27119916677474976,0.9018669128417969,0.25562113523483276,0.9177370667457581
31,0.27363908290863037,0.8984255790710449,0.2811184525489807,0.9127994179725647
32,0.2665913701057434,0.9063851237297058,0.2714861035346985,0.916276752948761
33,0.26835912466049194,0.9033954739570618,0.2686159610748291,0.9141809344291687
34,0.26770636439323425,0.9051108360290527,0.2522495687007904,0.9225829839706421
35,0.26381975412368774,0.9080988764762878,0.2744326591491699,0.9194358587265015
36,0.2605416476726532,0.9099515080451965,0.2516845762729645,0.9219897389411926
37,0.2596534490585327,0.9115116596221924,0.26784369349479675,0.9222884774208069
38,0.2558494508266449,0.9150315523147583,0.24003422260284424,0.9267904758453369
39,0.2508075535297394,0.91820228099823,0.24802179634571075,0.9284027814865112
40,0.25090497732162476,0.9180153012275696,0.26593440771102905,0.922481119632721
41,0.24828709661960602,0.9207578301429749,0.2758983373641968,0.9285986423492432
42,0.2446499764919281,0.9221325516700745,0.2628856301307678,0.9276374578475952
43,0.24060580134391785,0.9259668588638306,0.24854671955108643,0.931284487247467
44,0.23708966374397278,0.9279460310935974,0.24218273162841797,0.9353633522987366
45,0.23402751982212067,0.929854691028595,0.2645813822746277,0.932104766368866
46,0.22882632911205292,0.9337091445922852,0.23991762101650238,0.9395290613174438
