target_sex,dem_sex,metric,r1,r2,t,p,m1,cil_1,ciu_1,m2,cil_2,ciu_2
F,All,fnr,0.5,1.0,-14.144855003743338,0.0001450184214869781,0.2145716573258607,0.19936391677898238,0.22977939787273902,0.33706965572457964,0.33252160504260486,0.3416177064065544
F,All,fnr,0.75,1.0,-6.440333520790146,0.002990543205974565,0.21072858286629303,0.1736804762118248,0.24777668952076126,0.33706965572457964,0.33252160504260486,0.3416177064065544
F,M,fnr,0.0,0.05,-0.6935250424460278,0.5261470847197847,0.1829207920792079,0.17044977875979056,0.19539180539862522,0.1908415841584158,0.17669080131008974,0.20499236700674184
F,M,fnr,0.0,0.1,-0.48235345322794637,0.6547621976260409,0.1829207920792079,0.17044977875979056,0.19539180539862522,0.19207920792079203,0.16311348910300053,0.22104492673858353
F,M,fnr,0.0,0.25,-2.1705721008985197,0.09574879873284449,0.1829207920792079,0.17044977875979056,0.19539180539862522,0.20569306930693063,0.18019299478794473,0.23119314382591652
F,M,fnr,0.0,0.5,1.300497907012862,0.2632969089401121,0.1829207920792079,0.17044977875979056,0.19539180539862522,0.17450495049504947,0.16207931396643174,0.1869305870236672
F,M,fnr,0.0,0.75,3.8078545736372127,0.018975081617276707,0.1829207920792079,0.17044977875979056,0.19539180539862522,0.1527227722772277,0.12747126774107945,0.17797427681337594
F,M,fnr,0.0,1.0,1.8950993349969145,0.13097732437866877,0.1829207920792079,0.17044977875979056,0.19539180539862522,0.1574257425742574,0.14599867088192997,0.16885281426658483
F,M,fnr,0.05,0.1,-0.054018553157279,0.95951069540002,0.1908415841584158,0.17669080131008974,0.20499236700674184,0.19207920792079203,0.16311348910300053,0.22104492673858353
F,M,fnr,0.05,0.25,-0.9739695071153485,0.38522245224355994,0.1908415841584158,0.17669080131008974,0.20499236700674184,0.20569306930693063,0.18019299478794473,0.23119314382591652
F,M,fnr,0.05,0.5,1.6937001945529306,0.1655730294366439,0.1908415841584158,0.17669080131008974,0.20499236700674184,0.17450495049504947,0.16207931396643174,0.1869305870236672
F,M,fnr,0.05,0.75,1.9809634272096208,0.11867070892162274,0.1908415841584158,0.17669080131008974,0.20499236700674184,0.1527227722772277,0.12747126774107945,0.17797427681337594
F,M,fnr,0.05,1.0,3.341236165222648,0.028802617076444,0.1908415841584158,0.17669080131008974,0.20499236700674184,0.1574257425742574,0.14599867088192997,0.16885281426658483
F,M,fnr,0.1,0.25,-0.5206900056728745,0.63007655867261,0.19207920792079203,0.16311348910300053,0.22104492673858353,0.20569306930693063,0.18019299478794473,0.23119314382591652
F,M,fnr,0.1,0.5,0.8612548163815604,0.43766436069815745,0.19207920792079203,0.16311348910300053,0.22104492673858353,0.17450495049504947,0.16207931396643174,0.1869305870236672
F,M,fnr,0.1,0.75,1.8753312290030113,0.13400242145938285,0.19207920792079203,0.16311348910300053,0.22104492673858353,0.1527227722772277,0.12747126774107945,0.17797427681337594
F,M,fnr,0.1,1.0,2.066997717471574,0.10759554731651354,0.19207920792079203,0.16311348910300053,0.22104492673858353,0.1574257425742574,0.14599867088192997,0.16885281426658483
F,M,fnr,0.25,0.5,4.017754192885425,0.01589399259957287,0.20569306930693063,0.18019299478794473,0.23119314382591652,0.17450495049504947,0.16207931396643174,0.1869305870236672
F,M,fnr,0.25,0.75,4.2985235629765555,0.012660401816080821,0.20569306930693063,0.18019299478794473,0.23119314382591652,0.1527227722772277,0.12747126774107945,0.17797427681337594
F,M,fnr,0.25,1.0,2.3454006393646276,0.07891095332124777,0.20569306930693063,0.18019299478794473,0.23119314382591652,0.1574257425742574,0.14599867088192997,0.16885281426658483
F,M,fnr,0.5,0.75,1.7507455085594676,0.1548812939886772,0.17450495049504947,0.16207931396643174,0.1869305870236672,0.1527227722772277,0.12747126774107945,0.17797427681337594
F,M,fnr,0.5,1.0,1.3245982525580846,0.25591401575892975,0.17450495049504947,0.16207931396643174,0.1869305870236672,0.1574257425742574,0.14599867088192997,0.16885281426658483
F,M,fnr,0.75,1.0,-0.22963345151931897,0.8296411057275362,0.1527227722772277,0.12747126774107945,0.17797427681337594,0.1574257425742574,0.14599867088192997,0.16885281426658483
F,F,fnr,0.0,0.05,-2.9263511384124006,0.042970008189535606,0.17823129251700676,0.16096793203616125,0.19549465299785226,0.2226757369614512,0.209527632192352,0.23582384173055043
F,F,fnr,0.0,0.1,-2.0894703604876748,0.10489348942368536,0.17823129251700676,0.16096793203616125,0.19549465299785226,0.2331065759637188,0.1781055440283792,0.2881076078990584
F,F,fnr,0.0,0.25,-3.9827668424885876,0.01636330241747007,0.17823129251700676,0.16096793203616125,0.19549465299785226,0.26802721088435366,0.23244121173000248,0.30361321003870484
F,F,fnr,0.0,0.5,-5.339678957852322,0.005926566568482138,0.17823129251700676,0.16096793203616125,0.19549465299785226,0.2879818594104308,0.25945472754901666,0.31650899127184495
F,F,fnr,0.0,0.75,-4.691894172913802,0.009364562792595158,0.17823129251700676,0.16096793203616125,0.19549465299785226,0.3170068027210884,0.2572946758372452,0.3767189296049316
F,F,fnr,0.0,1.0,-33.072485913759586,4.9847282153262935e-06,0.17823129251700676,0.16096793203616125,0.19549465299785226,0.6662131519274377,0.636111984500683,0.6963143193541924
F,F,fnr,0.05,0.1,-0.3456985848654821,0.7469850837700995,0.2226757369614512,0.209527632192352,0.23582384173055043,0.2331065759637188,0.1781055440283792,0.2881076078990584
F,F,fnr,0.05,0.25,-1.7238817250844798,0.15982239470772452,0.2226757369614512,0.209527632192352,0.23582384173055043,0.26802721088435366,0.23244121173000248,0.30361321003870484
F,F,fnr,0.05,0.5,-2.94030668079211,0.04237618629166346,0.2226757369614512,0.209527632192352,0.23582384173055043,0.2879818594104308,0.25945472754901666,0.31650899127184495
F,F,fnr,0.05,0.75,-2.3526491666740417,0.07828849876250145,0.2226757369614512,0.209527632192352,0.23582384173055043,0.3170068027210884,0.2572946758372452,0.3767189296049316
F,F,fnr,0.05,1.0,-19.884785960406898,3.7738137860620655e-05,0.2226757369614512,0.209527632192352,0.23582384173055043,0.6662131519274377,0.636111984500683,0.6963143193541924
F,F,fnr,0.1,0.25,-0.7785526648237125,0.4797288476160949,0.2331065759637188,0.1781055440283792,0.2881076078990584,0.26802721088435366,0.23244121173000248,0.30361321003870484
F,F,fnr,0.1,0.5,-1.1857332806653929,0.3013511980057833,0.2331065759637188,0.1781055440283792,0.2881076078990584,0.2879818594104308,0.25945472754901666,0.31650899127184495
F,F,fnr,0.1,0.75,-1.7801633300013455,0.1496557909912899,0.2331065759637188,0.1781055440283792,0.2881076078990584,0.3170068027210884,0.2572946758372452,0.3767189296049316
F,F,fnr,0.1,1.0,-12.968913429316808,0.00020394632877280443,0.2331065759637188,0.1781055440283792,0.2881076078990584,0.6662131519274377,0.636111984500683,0.6963143193541924
F,F,fnr,0.25,0.5,-1.3460630821936763,0.2495086522497327,0.26802721088435366,0.23244121173000248,0.30361321003870484,0.2879818594104308,0.25945472754901666,0.31650899127184495
F,F,fnr,0.25,0.75,-1.8186612414594217,0.143099491766832,0.26802721088435366,0.23244121173000248,0.30361321003870484,0.3170068027210884,0.2572946758372452,0.3767189296049316
F,F,fnr,0.25,1.0,-23.328468388335505,2.0012662981743104e-05,0.26802721088435366,0.23244121173000248,0.30361321003870484,0.6662131519274377,0.636111984500683,0.6963143193541924
F,F,fnr,0.5,0.75,-0.9292456174331456,0.40536158563370234,0.2879818594104308,0.25945472754901666,0.31650899127184495,0.3170068027210884,0.2572946758372452,0.3767189296049316
F,F,fnr,0.5,1.0,-17.37688561506877,6.43776848878269e-05,0.2879818594104308,0.25945472754901666,0.31650899127184495,0.6662131519274377,0.636111984500683,0.6963143193541924
F,F,fnr,0.75,1.0,-18.30223350884884,5.242525491700359e-05,0.3170068027210884,0.2572946758372452,0.3767189296049316,0.6662131519274377,0.636111984500683,0.6963143193541924
F,All,fomr,0.0,0.05,-1.3186146504635554,0.25772802260443584,0.06802401821958376,0.06431622194685106,0.07173181449231646,0.07349597173178637,0.06918134012029936,0.07781060334327339
F,All,fomr,0.0,0.1,-0.8993612306494002,0.4193077386324228,0.06802401821958376,0.06431622194685106,0.07173181449231646,0.07308463805421975,0.06249574458938477,0.08367353151905473
F,All,fomr,0.0,0.25,-3.363994307662657,0.02820020124738898,0.06802401821958376,0.06431622194685106,0.07173181449231646,0.07994686434861642,0.07333415071680367,0.08655957798042917
F,All,fomr,0.0,0.5,-3.117745177664878,0.03560413444493757,0.06802401821958376,0.06431622194685106,0.07173181449231646,0.07869905312510186,0.07457086939256641,0.08282723685763732
F,All,fomr,0.0,0.75,-1.9044398186868892,0.1295737148824178,0.06802401821958376,0.06431622194685106,0.07173181449231646,0.07609786391451803,0.06535937322589933,0.08683635460313674
F,All,fomr,0.0,1.0,-26.006092056823366,1.2989187233791797e-05,0.06802401821958376,0.06431622194685106,0.07173181449231646,0.11049565912009478,0.10833277352381046,0.1126585447163791
F,All,fomr,0.05,0.1,0.05897405448031757,0.9558014780599184,0.07349597173178637,0.06918134012029936,0.07781060334327339,0.07308463805421975,0.06249574458938477,0.08367353151905473
F,All,fomr,0.05,0.25,-1.242218837225984,0.28200991380335194,0.07349597173178637,0.06918134012029936,0.07781060334327339,0.07994686434861642,0.07333415071680367,0.08655957798042917
F,All,fomr,0.05,0.5,-1.413976144124991,0.23026426718371204,0.07349597173178637,0.06918134012029936,0.07781060334327339,0.07869905312510186,0.07457086939256641,0.08282723685763732
F,All,fomr,0.05,0.75,-0.3245706384706572,0.7617708758527921,0.07349597173178637,0.06918134012029936,0.07781060334327339,0.07609786391451803,0.06535937322589933,0.08683635460313674
F,All,fomr,0.05,1.0,-10.713034475466126,0.00043021548095488005,0.07349597173178637,0.06918134012029936,0.07781060334327339,0.11049565912009478,0.10833277352381046,0.1126585447163791
F,All,fomr,0.1,0.25,-0.8379379240759377,0.44921511779957013,0.07308463805421975,0.06249574458938477,0.08367353151905473,0.07994686434861642,0.07333415071680367,0.08655957798042917
F,All,fomr,0.1,0.5,-0.6817837840273488,0.5328068636841908,0.07308463805421975,0.06249574458938477,0.08367353151905473,0.07869905312510186,0.07457086939256641,0.08282723685763732
F,All,fomr,0.1,0.75,-0.3561434700682989,0.7397233328270727,0.07308463805421975,0.06249574458938477,0.08367353151905473,0.07609786391451803,0.06535937322589933,0.08683635460313674
F,All,fomr,0.1,1.0,-6.444546402306927,0.0029833048139407794,0.07308463805421975,0.06249574458938477,0.08367353151905473,0.11049565912009478,0.10833277352381046,0.1126585447163791
F,All,fomr,0.25,0.5,0.4194317927693924,0.6964470248428911,0.07994686434861642,0.07333415071680367,0.08655957798042917,0.07869905312510186,0.07457086939256641,0.08282723685763732
F,All,fomr,0.25,0.75,0.8317125193052209,0.4523400666772284,0.07994686434861642,0.07333415071680367,0.08655957798042917,0.07609786391451803,0.06535937322589933,0.08683635460313674
F,All,fomr,0.25,1.0,-10.303737638902716,0.0005004739334982783,0.07994686434861642,0.07333415071680367,0.08655957798042917,0.11049565912009478,0.10833277352381046,0.1126585447163791
F,All,fomr,0.5,0.75,0.4264265654812941,0.6917444340326593,0.07869905312510186,0.07457086939256641,0.08282723685763732,0.07609786391451803,0.06535937322589933,0.08683635460313674
F,All,fomr,0.5,1.0,-12.500130155484971,0.00023560643812712374,0.07869905312510186,0.07457086939256641,0.08282723685763732,0.11049565912009478,0.10833277352381046,0.1126585447163791
F,All,fomr,0.75,1.0,-6.467387434136335,0.0029444335230719523,0.07609786391451803,0.06535937322589933,0.08683635460313674,0.11049565912009478,0.10833277352381046,0.1126585447163791
F,M,fomr,0.0,0.05,-0.496805198857051,0.6453910207746778,0.07803852932938012,0.07423307488038927,0.08184398377837096,0.08016015884261042,0.0745496511854578,0.08577066649976305
F,M,fomr,0.0,0.1,-0.11486931513395492,0.9140840237396083,0.07803852932938012,0.07423307488038927,0.08184398377837096,0.07872579419140333,0.06941448850450596,0.08803709987830069
F,M,fomr,0.0,0.25,-2.063202277693329,0.1080594364177331,0.07803852932938012,0.07423307488038927,0.08184398377837096,0.084031818183971,0.07734282383504569,0.09072081253289631
F,M,fomr,0.0,0.5,0.05148188103611378,0.9614098942065807,0.07803852932938012,0.07423307488038927,0.08184398377837096,0.07789843384254982,0.07459194069028396,0.08120492699481568
F,M,fomr,0.0,0.75,2.6282034899427997,0.05829581754275701,0.07803852932938012,0.07423307488038927,0.08184398377837096,0.06887360994881232,0.0596837820863225,0.07806343781130215
F,M,fomr,0.0,1.0,1.9084053369258454,0.1289827418539522,0.07803852932938012,0.07423307488038927,0.08184398377837096,0.06972569898815559,0.0658434040205997,0.07360799395571148
F,M,fomr,0.05,0.1,0.1886849745377659,0.8595261722187348,0.08016015884261042,0.0745496511854578,0.08577066649976305,0.07872579419140333,0.06941448850450596,0.08803709987830069
F,M,fomr,0.05,0.25,-0.7315443299403886,0.5049966063173459,0.08016015884261042,0.0745496511854578,0.08577066649976305,0.084031818183971,0.07734282383504569,0.09072081253289631
F,M,fomr,0.05,0.5,0.6419459834625237,0.5558484522155325,0.08016015884261042,0.0745496511854578,0.08577066649976305,0.07789843384254982,0.07459194069028396,0.08120492699481568
F,M,fomr,0.05,0.75,1.457108075506203,0.21881633714308182,0.08016015884261042,0.0745496511854578,0.08577066649976305,0.06887360994881232,0.0596837820863225,0.07806343781130215
