target_age,dem_age,metric,r1,r2,t,p,m1,cil_1,ciu_1,m2,cil_2,ciu_2
0-20,60-80,auroc,0.05,0.25,-0.5764619063014008,0.5951877649283435,0.822838777693857,0.819523367037173,0.8261541883505411,0.8269527316213494,0.8162990129987696,0.8376064502439292
0-20,60-80,auroc,0.05,0.5,-0.1914823228906379,0.8574748008860502,0.822838777693857,0.819523367037173,0.8261541883505411,0.8232368768882175,0.8174606963883824,0.8290130573880525
0-20,60-80,auroc,0.05,0.75,-2.9101370960496014,0.0436721630529656,0.822838777693857,0.819523367037173,0.8261541883505411,0.8361656596173213,0.8301829404821947,0.8421483787524479
0-20,60-80,auroc,0.05,1.0,0.4264673276707863,0.6917170784606115,0.822838777693857,0.819523367037173,0.8261541883505411,0.8203762273413897,0.8084620104975663,0.8322904441852131
0-20,60-80,auroc,0.1,0.25,-0.30121816317958927,0.7782574331254501,0.8246317975830817,0.8127437338594339,0.8365198613067295,0.8269527316213494,0.8162990129987696,0.8376064502439292
0-20,60-80,auroc,0.1,0.5,0.22899145199355006,0.8301071378185049,0.8246317975830817,0.8127437338594339,0.8365198613067295,0.8232368768882175,0.8174606963883824,0.8290130573880525
0-20,60-80,auroc,0.1,0.75,-1.587248012910929,0.1876475387918681,0.8246317975830817,0.8127437338594339,0.8365198613067295,0.8361656596173213,0.8301829404821947,0.8421483787524479
0-20,60-80,auroc,0.1,1.0,0.478906876062877,0.6570086134700426,0.8246317975830817,0.8127437338594339,0.8365198613067295,0.8203762273413897,0.8084620104975663,0.8322904441852131
0-20,60-80,auroc,0.25,0.5,0.5322387145742817,0.6227507901077982,0.8269527316213494,0.8162990129987696,0.8376064502439292,0.8232368768882175,0.8174606963883824,0.8290130573880525
0-20,60-80,auroc,0.25,0.75,-1.5204667096667808,0.20303144230996306,0.8269527316213494,0.8162990129987696,0.8376064502439292,0.8361656596173213,0.8301829404821947,0.8421483787524479
0-20,60-80,auroc,0.25,1.0,0.9045741492674814,0.4168466371124695,0.8269527316213494,0.8162990129987696,0.8376064502439292,0.8203762273413897,0.8084620104975663,0.8322904441852131
0-20,60-80,auroc,0.5,0.75,-2.7582443409462156,0.05094130780501444,0.8232368768882175,0.8174606963883824,0.8290130573880525,0.8361656596173213,0.8301829404821947,0.8421483787524479
0-20,60-80,auroc,0.5,1.0,0.6173254636625204,0.5704282231146247,0.8232368768882175,0.8174606963883824,0.8290130573880525,0.8203762273413897,0.8084620104975663,0.8322904441852131
0-20,60-80,auroc,0.75,1.0,1.969016951881702,0.12030491473076946,0.8361656596173213,0.8301829404821947,0.8421483787524479,0.8203762273413897,0.8084620104975663,0.8322904441852131
0-20,80+,auroc,0.0,0.05,-0.4917847814820494,0.6486376187736833,0.8653508771929825,0.8279276903532893,0.9027740640326758,0.8789473684210527,0.8569501595102076,0.9009445773318978
0-20,80+,auroc,0.0,0.1,-0.09530294924305031,0.9286577169388678,0.8653508771929825,0.8279276903532893,0.9027740640326758,0.8675438596491227,0.8538112340734427,0.8812764852248027
0-20,80+,auroc,0.0,0.25,0.7218632075055824,0.5103219418733401,0.8653508771929825,0.8279276903532893,0.9027740640326758,0.8535087719298244,0.8342714149485526,0.8727461289110963
0-20,80+,auroc,0.0,0.5,0.35546779656234917,0.7401921114596789,0.8653508771929825,0.8279276903532893,0.9027740640326758,0.8618421052631579,0.8391960282839708,0.8844881822423449
0-20,80+,auroc,0.0,0.75,-0.16043375751058203,0.8803155715169082,0.8653508771929825,0.8279276903532893,0.9027740640326758,0.868859649122807,0.8445637893613447,0.8931555088842693
0-20,80+,auroc,0.0,1.0,-0.31509130200927976,0.7684454130672806,0.8653508771929825,0.8279276903532893,0.9027740640326758,0.8723684210526317,0.8631579002441988,0.8815789418610646
0-20,80+,auroc,0.05,0.1,0.5890106438931753,0.5875107894144032,0.8789473684210527,0.8569501595102076,0.9009445773318978,0.8675438596491227,0.8538112340734427,0.8812764852248027
0-20,80+,auroc,0.05,0.25,1.7515545827784984,0.15473501409218823,0.8789473684210527,0.8569501595102076,0.9009445773318978,0.8535087719298244,0.8342714149485526,0.8727461289110963
0-20,80+,auroc,0.05,0.5,0.8179318649727814,0.4593190084425931,0.8789473684210527,0.8569501595102076,0.9009445773318978,0.8618421052631579,0.8391960282839708,0.8844881822423449
0-20,80+,auroc,0.05,0.75,0.41265979400114233,0.7010156124928791,0.8789473684210527,0.8569501595102076,0.9009445773318978,0.868859649122807,0.8445637893613447,0.8931555088842693
0-20,80+,auroc,0.05,1.0,0.4389982757157114,0.6833346738236394,0.8789473684210527,0.8569501595102076,0.9009445773318978,0.8723684210526317,0.8631579002441988,0.8815789418610646
0-20,80+,auroc,0.1,0.25,0.9036519915598467,0.41728112739407247,0.8675438596491227,0.8538112340734427,0.8812764852248027,0.8535087719298244,0.8342714149485526,0.8727461289110963
0-20,80+,auroc,0.1,0.5,0.4138994101753941,0.7001781795671029,0.8675438596491227,0.8538112340734427,0.8812764852248027,0.8618421052631579,0.8391960282839708,0.8844881822423449
0-20,80+,auroc,0.1,0.75,-0.10435177140809242,0.9219132149257476,0.8675438596491227,0.8538112340734427,0.8812764852248027,0.868859649122807,0.8445637893613447,0.8931555088842693
0-20,80+,auroc,0.1,1.0,-0.500258464736835,0.6431633891888056,0.8675438596491227,0.8538112340734427,0.8812764852248027,0.8723684210526317,0.8631579002441988,0.8815789418610646
0-20,80+,auroc,0.25,0.5,-0.7461026984940295,0.49706642544015217,0.8535087719298244,0.8342714149485526,0.8727461289110963,0.8618421052631579,0.8391960282839708,0.8844881822423449
0-20,80+,auroc,0.25,0.75,-0.7060269534536536,0.5191220759485266,0.8535087719298244,0.8342714149485526,0.8727461289110963,0.868859649122807,0.8445637893613447,0.8931555088842693
0-20,80+,auroc,0.25,1.0,-1.2536389870023452,0.27824530123831737,0.8535087719298244,0.8342714149485526,0.8727461289110963,0.8723684210526317,0.8631579002441988,0.8815789418610646
0-20,80+,auroc,0.5,0.75,-0.4479140087646816,0.6774039267484411,0.8618421052631579,0.8391960282839708,0.8844881822423449,0.868859649122807,0.8445637893613447,0.8931555088842693
0-20,80+,auroc,0.5,1.0,-0.7184212081071062,0.5122252586995383,0.8618421052631579,0.8391960282839708,0.8844881822423449,0.8723684210526317,0.8631579002441988,0.8815789418610646
0-20,80+,auroc,0.75,1.0,-0.34619385792634216,0.7466400214363078,0.868859649122807,0.8445637893613447,0.8931555088842693,0.8723684210526317,0.8631579002441988,0.8815789418610646
0-20,All,fnr,0.0,0.05,-0.23744924858562225,0.8239744230996624,0.18126501200960765,0.1696180098680379,0.1929120141511774,0.1841473178542834,0.1634382829229508,0.204856352785616
0-20,All,fnr,0.0,0.1,-1.0066878833052955,0.3710392832116943,0.18126501200960765,0.1696180098680379,0.1929120141511774,0.20576461168935145,0.16815551796358383,0.24337370541511907
0-20,All,fnr,0.0,0.25,-2.610493502432907,0.0593891827466142,0.18126501200960765,0.1696180098680379,0.1929120141511774,0.22449959967974373,0.1996419412991948,0.24935725806029266
0-20,All,fnr,0.0,0.5,-2.4428192662098374,0.07099232445994103,0.18126501200960765,0.1696180098680379,0.1929120141511774,0.20688550840672532,0.1825808280135669,0.23119018879988373
0-20,All,fnr,0.0,0.75,-0.8545597937627368,0.44095615733961,0.18126501200960765,0.1696180098680379,0.1929120141511774,0.1905524419535628,0.17171649309797937,0.20938839080914623
0-20,All,fnr,0.0,1.0,-14.775675431041703,0.00012212800273129316,0.18126501200960765,0.1696180098680379,0.1929120141511774,0.2619695756605284,0.25629600233287314,0.2676431489881837
0-20,All,fnr,0.05,0.1,-0.7171371656006357,0.5129366302320255,0.1841473178542834,0.1634382829229508,0.204856352785616,0.20576461168935145,0.16815551796358383,0.24337370541511907
0-20,All,fnr,0.05,0.25,-1.9130751413774851,0.12829055202182718,0.1841473178542834,0.1634382829229508,0.204856352785616,0.22449959967974373,0.1996419412991948,0.24935725806029266
0-20,All,fnr,0.05,0.5,-1.0536890985250444,0.35146498951333627,0.1841473178542834,0.1634382829229508,0.204856352785616,0.20688550840672532,0.1825808280135669,0.23119018879988373
0-20,All,fnr,0.05,0.75,-0.35283055274397607,0.7420231207561467,0.1841473178542834,0.1634382829229508,0.204856352785616,0.1905524419535628,0.17171649309797937,0.20938839080914623
0-20,All,fnr,0.05,1.0,-6.380942579434026,0.0030949233080593344,0.1841473178542834,0.1634382829229508,0.204856352785616,0.2619695756605284,0.25629600233287314,0.2676431489881837
0-20,All,fnr,0.1,0.25,-0.7657287802916318,0.4865245279366496,0.20576461168935145,0.16815551796358383,0.24337370541511907,0.22449959967974373,0.1996419412991948,0.24935725806029266
0-20,All,fnr,0.1,0.5,-0.05681675938064588,0.9574160644335485,0.20576461168935145,0.16815551796358383,0.24337370541511907,0.20688550840672532,0.1825808280135669,0.23119018879988373
0-20,All,fnr,0.1,0.75,0.6100532341145393,0.574783668975489,0.20576461168935145,0.16815551796358383,0.24337370541511907,0.1905524419535628,0.17171649309797937,0.20938839080914623
0-20,All,fnr,0.1,1.0,-2.810609456926371,0.04828697868050382,0.20576461168935145,0.16815551796358383,0.24337370541511907,0.2619695756605284,0.25629600233287314,0.2676431489881837
0-20,All,fnr,0.25,0.5,0.9235060563544486,0.4080095236172532,0.22449959967974373,0.1996419412991948,0.24935725806029266,0.20688550840672532,0.1825808280135669,0.23119018879988373
0-20,All,fnr,0.25,0.75,1.4799865384535098,0.21297796990820148,0.22449959967974373,0.1996419412991948,0.24935725806029266,0.1905524419535628,0.17171649309797937,0.20938839080914623
0-20,All,fnr,0.25,1.0,-2.5375639706067528,0.06414670627905736,0.22449959967974373,0.1996419412991948,0.24935725806029266,0.2619695756605284,0.25629600233287314,0.2676431489881837
0-20,All,fnr,0.5,0.75,1.057889812645146,0.3497609253249739,0.20688550840672532,0.1825808280135669,0.23119018879988373,0.1905524419535628,0.17171649309797937,0.20938839080914623
0-20,All,fnr,0.5,1.0,-4.8414701913721165,0.008391129795445994,0.20688550840672532,0.1825808280135669,0.23119018879988373,0.2619695756605284,0.25629600233287314,0.2676431489881837
0-20,All,fnr,0.75,1.0,-6.209736060764873,0.0034219339792809773,0.1905524419535628,0.17171649309797937,0.20938839080914623,0.2619695756605284,0.25629600233287314,0.2676431489881837
0-20,0-20,fnr,0.0,0.05,-0.6933340941942094,0.52625491164729,0.11199999999999999,0.1051853856415338,0.11881461435846617,0.12399999999999996,0.09383947200826268,0.15416052799173724
0-20,0-20,fnr,0.0,0.1,-0.9999999999999977,0.37390096630005976,0.11199999999999999,0.1051853856415338,0.11881461435846617,0.12266666666666662,0.100308181896905,0.14502515143642822
0-20,0-20,fnr,0.0,0.25,-2.372268866395222,0.07663134200485876,0.11199999999999999,0.1051853856415338,0.11881461435846617,0.14266666666666664,0.12030818189690504,0.16502515143642824
0-20,0-20,fnr,0.0,0.5,-3.6625740496543555,0.02153142612814946,0.11199999999999999,0.1051853856415338,0.11881461435846617,0.16799999999999998,0.1433740320157715,0.19262596798422846
