target_age,dem_age,metric,r1,r2,t,p,m1,cil_1,ciu_1,m2,cil_2,ciu_2
20-40,20-40,auroc,0.1,0.25,2.1234222572499015,0.10095233573394852,0.8666657020348907,0.861676269842314,0.8716551342274673,0.8504767692552561,0.8364666169805638,0.8644869215299483
20-40,20-40,auroc,0.1,0.5,1.5866180498791895,0.18778691256318106,0.8666657020348907,0.861676269842314,0.8716551342274673,0.8592578123115955,0.8514049503462374,0.8671106742769535
20-40,20-40,auroc,0.1,0.75,12.709299637213078,0.00022077478512952617,0.8666657020348907,0.861676269842314,0.8716551342274673,0.8353228863711999,0.8273232416622734,0.8433225310801263
20-40,20-40,auroc,0.1,1.0,4.500497436135006,0.010818428832639395,0.8666657020348907,0.861676269842314,0.8716551342274673,0.8386720878972473,0.8293098843991332,0.8480342913953615
20-40,20-40,auroc,0.25,0.5,-1.0287489999125128,0.36173501983916245,0.8504767692552561,0.8364666169805638,0.8644869215299483,0.8592578123115955,0.8514049503462374,0.8671106742769535
20-40,20-40,auroc,0.25,0.75,1.643573244507027,0.17560935874982586,0.8504767692552561,0.8364666169805638,0.8644869215299483,0.8353228863711999,0.8273232416622734,0.8433225310801263
20-40,20-40,auroc,0.25,1.0,0.9941823973737451,0.3764058795950319,0.8504767692552561,0.8364666169805638,0.8644869215299483,0.8386720878972473,0.8293098843991332,0.8480342913953615
20-40,20-40,auroc,0.5,0.75,5.036362893263131,0.007300720786715118,0.8592578123115955,0.8514049503462374,0.8671106742769535,0.8353228863711999,0.8273232416622734,0.8433225310801263
20-40,20-40,auroc,0.5,1.0,5.487604139908161,0.005371679687167949,0.8592578123115955,0.8514049503462374,0.8671106742769535,0.8386720878972473,0.8293098843991332,0.8480342913953615
20-40,20-40,auroc,0.75,1.0,-0.5762126527393914,0.5953409054867898,0.8353228863711999,0.8273232416622734,0.8433225310801263,0.8386720878972473,0.8293098843991332,0.8480342913953615
20-40,40-60,auroc,0.0,0.05,1.2404732393207567,0.2825896052400032,0.8517263915630503,0.8477799433022769,0.8556728398238237,0.8466783977130337,0.8375307083129313,0.855826087113136
20-40,40-60,auroc,0.0,0.1,-2.571287146591675,0.061894501782488204,0.8517263915630503,0.8477799433022769,0.8556728398238237,0.8582367696600818,0.8535028845131697,0.8629706548069939
20-40,40-60,auroc,0.0,0.25,2.4431510997174355,0.07096693858282888,0.8517263915630503,0.8477799433022769,0.8556728398238237,0.8392863104095992,0.8309407531872145,0.847631867631984
20-40,40-60,auroc,0.0,0.5,0.5439538840283773,0.6153729446486373,0.8517263915630503,0.8477799433022769,0.8556728398238237,0.8486236590990839,0.8376916056469106,0.8595557125512572
20-40,40-60,auroc,0.0,0.75,7.199429596908969,0.0019727242241751462,0.8517263915630503,0.8477799433022769,0.8556728398238237,0.8302268394116139,0.8222581201787805,0.8381955586444473
20-40,40-60,auroc,0.0,1.0,3.961955058588413,0.01665036926667531,0.8517263915630503,0.8477799433022769,0.8556728398238237,0.8309008456227212,0.8242694397145096,0.8375322515309327
20-40,40-60,auroc,0.05,0.1,-1.8548890380029817,0.13721012428706436,0.8466783977130337,0.8375307083129313,0.855826087113136,0.8582367696600818,0.8535028845131697,0.8629706548069939
20-40,40-60,auroc,0.05,0.25,1.1494044197025168,0.3144405137390315,0.8466783977130337,0.8375307083129313,0.855826087113136,0.8392863104095992,0.8309407531872145,0.847631867631984
20-40,40-60,auroc,0.05,0.5,-0.4067364029910828,0.7050242818479182,0.8466783977130337,0.8375307083129313,0.855826087113136,0.8486236590990839,0.8376916056469106,0.8595557125512572
20-40,40-60,auroc,0.05,0.75,9.971011675939893,0.0005683552286056411,0.8466783977130337,0.8375307083129313,0.855826087113136,0.8302268394116139,0.8222581201787805,0.8381955586444473
20-40,40-60,auroc,0.05,1.0,2.441375331468305,0.07110290840792617,0.8466783977130337,0.8375307083129313,0.855826087113136,0.8309008456227212,0.8242694397145096,0.8375322515309327
20-40,40-60,auroc,0.1,0.25,4.553431768783403,0.010390495722034031,0.8582367696600818,0.8535028845131697,0.8629706548069939,0.8392863104095992,0.8309407531872145,0.847631867631984
20-40,40-60,auroc,0.1,0.5,1.3171937395167546,0.258160626412496,0.8582367696600818,0.8535028845131697,0.8629706548069939,0.8486236590990839,0.8376916056469106,0.8595557125512572
20-40,40-60,auroc,0.1,0.75,5.607561602943773,0.004967807394244891,0.8582367696600818,0.8535028845131697,0.8629706548069939,0.8302268394116139,0.8222581201787805,0.8381955586444473
20-40,40-60,auroc,0.1,1.0,4.598299633894621,0.010043755353434722,0.8582367696600818,0.8535028845131697,0.8629706548069939,0.8309008456227212,0.8242694397145096,0.8375322515309327
20-40,40-60,auroc,0.25,0.5,-1.338181694940721,0.2518421271668431,0.8392863104095992,0.8309407531872145,0.847631867631984,0.8486236590990839,0.8376916056469106,0.8595557125512572
20-40,40-60,auroc,0.25,0.75,1.650530656807531,0.17417913455882703,0.8392863104095992,0.8309407531872145,0.847631867631984,0.8302268394116139,0.8222581201787805,0.8381955586444473
20-40,40-60,auroc,0.25,1.0,1.3623758290000774,0.24474605434097008,0.8392863104095992,0.8309407531872145,0.847631867631984,0.8309008456227212,0.8242694397145096,0.8375322515309327
20-40,40-60,auroc,0.5,0.75,4.147838455351871,0.014285312958787676,0.8486236590990839,0.8376916056469106,0.8595557125512572,0.8302268394116139,0.8222581201787805,0.8381955586444473
20-40,40-60,auroc,0.5,1.0,3.5057374432462933,0.02476720329306899,0.8486236590990839,0.8376916056469106,0.8595557125512572,0.8309008456227212,0.8242694397145096,0.8375322515309327
20-40,40-60,auroc,0.75,1.0,-0.10856469514751588,0.9187757956532027,0.8302268394116139,0.8222581201787805,0.8381955586444473,0.8309008456227212,0.8242694397145096,0.8375322515309327
20-40,60-80,auroc,0.0,0.05,-0.7186729045810544,0.5120859016178961,0.8081315300855992,0.8025983478740396,0.8136647122971589,0.8130617447129909,0.8033253585510007,0.822798130874981
20-40,60-80,auroc,0.0,0.1,-3.8677103477210806,0.01802855359831036,0.8081315300855992,0.8025983478740396,0.8136647122971589,0.8276372104733133,0.8235367670220315,0.8317376539245951
20-40,60-80,auroc,0.0,0.25,-0.5146870096965482,0.6339049602376066,0.8081315300855992,0.8025983478740396,0.8136647122971589,0.8125055073011076,0.7992917251426186,0.8257192894595966
20-40,60-80,auroc,0.0,0.5,-1.4047787664452152,0.23278178546164216,0.8081315300855992,0.8025983478740396,0.8136647122971589,0.8198050415407856,0.8076063581251911,0.8320037249563801
20-40,60-80,auroc,0.0,0.75,0.6411287371752408,0.556328275380386,0.8081315300855992,0.8025983478740396,0.8136647122971589,0.8041060863544814,0.7945149578682882,0.8136972148406747
20-40,60-80,auroc,0.0,1.0,-0.7124288842617623,0.5155512708337846,0.8081315300855992,0.8025983478740396,0.8136647122971589,0.8110586606243706,0.8090840772869887,0.8130332439617525
20-40,60-80,auroc,0.05,0.1,-2.2733925885236075,0.0854070657704679,0.8130617447129909,0.8033253585510007,0.822798130874981,0.8276372104733133,0.8235367670220315,0.8317376539245951
20-40,60-80,auroc,0.05,0.25,0.050389155995487676,0.9622281105392576,0.8130617447129909,0.8033253585510007,0.822798130874981,0.8125055073011076,0.7992917251426186,0.8257192894595966
20-40,60-80,auroc,0.05,0.5,-2.2456302959801064,0.08807050231773772,0.8130617447129909,0.8033253585510007,0.822798130874981,0.8198050415407856,0.8076063581251911,0.8320037249563801
20-40,60-80,auroc,0.05,0.75,1.0777767303294306,0.34179349670038556,0.8130617447129909,0.8033253585510007,0.822798130874981,0.8041060863544814,0.7945149578682882,0.8136972148406747
20-40,60-80,auroc,0.05,1.0,0.33452910062681007,0.7547858782547043,0.8130617447129909,0.8033253585510007,0.822798130874981,0.8110586606243706,0.8090840772869887,0.8130332439617525
20-40,60-80,auroc,0.1,0.25,2.0103114193747933,0.11475818233816462,0.8276372104733133,0.8235367670220315,0.8317376539245951,0.8125055073011076,0.7992917251426186,0.8257192894595966
20-40,60-80,auroc,0.1,0.5,0.9885445052963527,0.37884730947192213,0.8276372104733133,0.8235367670220315,0.8317376539245951,0.8198050415407856,0.8076063581251911,0.8320037249563801
20-40,60-80,auroc,0.1,0.75,5.598530942261241,0.004996888025096669,0.8276372104733133,0.8235367670220315,0.8317376539245951,0.8041060863544814,0.7945149578682882,0.8136972148406747
20-40,60-80,auroc,0.1,1.0,8.185304760245016,0.0012133551676862418,0.8276372104733133,0.8235367670220315,0.8317376539245951,0.8110586606243706,0.8090840772869887,0.8130332439617525
20-40,60-80,auroc,0.25,0.5,-0.6957915910736795,0.5248684003457335,0.8125055073011076,0.7992917251426186,0.8257192894595966,0.8198050415407856,0.8076063581251911,0.8320037249563801
20-40,60-80,auroc,0.25,0.75,0.9105186984904198,0.41405478143666946,0.8125055073011076,0.7992917251426186,0.8257192894595966,0.8041060863544814,0.7945149578682882,0.8136972148406747
20-40,60-80,auroc,0.25,1.0,0.190627388657395,0.8581016038119976,0.8125055073011076,0.7992917251426186,0.8257192894595966,0.8110586606243706,0.8090840772869887,0.8130332439617525
20-40,60-80,auroc,0.5,0.75,1.5309934284859725,0.20052322052517751,0.8198050415407856,0.8076063581251911,0.8320037249563801,0.8041060863544814,0.7945149578682882,0.8136972148406747
20-40,60-80,auroc,0.5,1.0,1.1966963298113016,0.29750219848613424,0.8198050415407856,0.8076063581251911,0.8320037249563801,0.8110586606243706,0.8090840772869887,0.8130332439617525
20-40,60-80,auroc,0.75,1.0,-1.1925401714391246,0.2989559208055919,0.8041060863544814,0.7945149578682882,0.8136972148406747,0.8110586606243706,0.8090840772869887,0.8130332439617525
20-40,80+,auroc,0.0,0.05,1.297687051639063,0.26417132753715783,0.8653508771929825,0.8279276903532893,0.9027740640326758,0.8456140350877192,0.8340424636538585,0.8571856065215798
20-40,80+,auroc,0.0,0.1,-0.8965406503711325,0.4206443924867897,0.8653508771929825,0.8279276903532893,0.9027740640326758,0.8820175438596494,0.8611938247669607,0.902841262952338
20-40,80+,auroc,0.0,0.25,1.113283562342571,0.32797408960006486,0.8653508771929825,0.8279276903532893,0.9027740640326758,0.8381578947368421,0.807177682832973,0.8691381066407112
20-40,80+,auroc,0.0,0.5,0.5905608434323034,0.5865669173446371,0.8653508771929825,0.8279276903532893,0.9027740640326758,0.8574561403508772,0.8350726354588959,0.8798396452428586
20-40,80+,auroc,0.0,0.75,0.13462596491928278,0.8994099683252906,0.8653508771929825,0.8279276903532893,0.9027740640326758,0.8609649122807017,0.8232858979743571,0.8986439265870463
20-40,80+,auroc,0.0,1.0,-0.27216552697590995,0.7989658591927777,0.8653508771929825,0.8279276903532893,0.9027740640326758,0.8714912280701753,0.8464996898159459,0.8964827663244047
20-40,80+,auroc,0.05,0.1,-3.734346546526548,0.020220236448658196,0.8456140350877192,0.8340424636538585,0.8571856065215798,0.8820175438596494,0.8611938247669607,0.902841262952338
20-40,80+,auroc,0.05,0.25,0.4481449681065181,0.677250664658269,0.8456140350877192,0.8340424636538585,0.8571856065215798,0.8381578947368421,0.807177682832973,0.8691381066407112
20-40,80+,auroc,0.05,0.5,-1.214787430797789,0.2912514757037106,0.8456140350877192,0.8340424636538585,0.8571856065215798,0.8574561403508772,0.8350726354588959,0.8798396452428586
20-40,80+,auroc,0.05,0.75,-0.6337502222976309,0.5606732523472064,0.8456140350877192,0.8340424636538585,0.8571856065215798,0.8609649122807017,0.8232858979743571,0.8986439265870463
20-40,80+,auroc,0.05,1.0,-1.6850266600337396,0.1672656402712474,0.8456140350877192,0.8340424636538585,0.8571856065215798,0.8714912280701753,0.8464996898159459,0.8964827663244047
20-40,80+,auroc,0.1,0.25,1.9245008972987554,0.1266138737319104,0.8820175438596494,0.8611938247669607,0.902841262952338,0.8381578947368421,0.807177682832973,0.8691381066407112
20-40,80+,auroc,0.1,0.5,1.3568035088645487,0.24636279218909962,0.8820175438596494,0.8611938247669607,0.902841262952338,0.8574561403508772,0.8350726354588959,0.8798396452428586
20-40,80+,auroc,0.1,0.75,0.861549790341285,0.43751978747715903,0.8820175438596494,0.8611938247669607,0.902841262952338,0.8609649122807017,0.8232858979743571,0.8986439265870463
20-40,80+,auroc,0.1,1.0,0.7919024040426836,0.4727323233377186,0.8820175438596494,0.8611938247669607,0.902841262952338,0.8714912280701753,0.8464996898159459,0.8964827663244047
20-40,80+,auroc,0.25,0.5,-0.9593595835524019,0.39170529821023614,0.8381578947368421,0.807177682832973,0.8691381066407112,0.8574561403508772,0.8350726354588959,0.8798396452428586
20-40,80+,auroc,0.25,0.75,-0.586569800020829,0.5889989591398543,0.8381578947368421,0.807177682832973,0.8691381066407112,0.8609649122807017,0.8232858979743571,0.8986439265870463
20-40,80+,auroc,0.25,1.0,-1.1040612052223673,0.3315138629266243,0.8381578947368421,0.807177682832973,0.8691381066407112,0.8714912280701753,0.8464996898159459,0.8964827663244047
20-40,80+,auroc,0.5,0.75,-0.14188769156600567,0.894028213339519,0.8574561403508772,0.8350726354588959,0.8798396452428586,0.8609649122807017,0.8232858979743571,0.8986439265870463
20-40,80+,auroc,0.5,1.0,-0.7886224039948343,0.474443991912072,0.8574561403508772,0.8350726354588959,0.8798396452428586,0.8714912280701753,0.8464996898159459,0.8964827663244047
20-40,80+,auroc,0.75,1.0,-0.705882352941172,0.5192029376103193,0.8609649122807017,0.8232858979743571,0.8986439265870463,0.8714912280701753,0.8464996898159459,0.8964827663244047
20-40,All,fnr,0.0,0.05,-1.519263856939183,0.2033200792897372,0.18126501200960765,0.1696180098680379,0.1929120141511774,0.20784627702161726,0.1766961217040156,0.2389964323392189
20-40,All,fnr,0.0,0.1,-1.2512193288388327,0.27903890629490424,0.18126501200960765,0.1696180098680379,0.1929120141511774,0.1907125700560448,0.17480584426279738,0.20661929584929223
20-40,All,fnr,0.0,0.25,-2.961823464115369,0.04147929250424087,0.18126501200960765,0.1696180098680379,0.1929120141511774,0.2158526821457165,0.20203208049468407,0.22967328379674895
20-40,All,fnr,0.0,0.5,1.1671076978464021,0.30799734847284393,0.18126501200960765,0.1696180098680379,0.1929120141511774,0.1687750200160128,0.15308652092295236,0.18446351910907324
20-40,All,fnr,0.0,0.75,-1.48876742953457,0.2107791917747714,0.18126501200960765,0.1696180098680379,0.1929120141511774,0.20816653322658124,0.18402287199552603,0.23231019445763645
20-40,All,fnr,0.0,1.0,-2.7405057966109774,0.051878505968555144,0.18126501200960765,0.1696180098680379,0.1929120141511774,0.20496397117694154,0.19832111797375665,0.21160682438012643
20-40,All,fnr,0.05,0.1,0.7757188143064123,0.4812242705574087,0.20784627702161726,0.1766961217040156,0.2389964323392189,0.1907125700560448,0.17480584426279738,0.20661929584929223
20-40,All,fnr,0.05,0.25,-0.4771109657748839,0.6581808949886938,0.20784627702161726,0.1766961217040156,0.2389964323392189,0.2158526821457165,0.20203208049468407,0.22967328379674895
20-40,All,fnr,0.05,0.5,1.9254725797783805,0.12647238457487606,0.20784627702161726,0.1766961217040156,0.2389964323392189,0.1687750200160128,0.15308652092295236,0.18446351910907324
20-40,All,fnr,0.05,0.75,-0.013518142961814793,0.9898617787457495,0.20784627702161726,0.1766961217040156,0.2389964323392189,0.20816653322658124,0.18402287199552603,0.23231019445763645
20-40,All,fnr,0.05,1.0,0.1854192697718256,0.8619226984386028,0.20784627702161726,0.1766961217040156,0.2389964323392189,0.20496397117694154,0.19832111797375665,0.21160682438012643
20-40,All,fnr,0.1,0.25,-1.684766603301529,0.16731666931340067,0.1907125700560448,0.17480584426279738,0.20661929584929223,0.2158526821457165,0.20203208049468407,0.22967328379674895
20-40,All,fnr,0.1,0.5,1.3769713526690812,0.2405607268664042,0.1907125700560448,0.17480584426279738,0.20661929584929223,0.1687750200160128,0.15308652092295236,0.18446351910907324
20-40,All,fnr,0.1,0.75,-0.7908523646191543,0.4732797645520051,0.1907125700560448,0.17480584426279738,0.20661929584929223,0.20816653322658124,0.18402287199552603,0.23231019445763645
20-40,All,fnr,0.1,1.0,-1.223837488385095,0.2881712592771183,0.1907125700560448,0.17480584426279738,0.20661929584929223,0.20496397117694154,0.19832111797375665,0.21160682438012643
20-40,All,fnr,0.25,0.5,5.748154869492445,0.004540715850782139,0.2158526821457165,0.20203208049468407,0.22967328379674895,0.1687750200160128,0.15308652092295236,0.18446351910907324
20-40,All,fnr,0.25,0.75,0.7101182241836862,0.5168380113638577,0.2158526821457165,0.20203208049468407,0.22967328379674895,0.20816653322658124,0.18402287199552603,0.23231019445763645
20-40,All,fnr,0.25,1.0,2.271086970814112,0.0856247844824055,0.2158526821457165,0.20203208049468407,0.22967328379674895,0.20496397117694154,0.19832111797375665,0.21160682438012643
20-40,All,fnr,0.5,0.75,-4.739981178279871,0.009037323151213706,0.1687750200160128,0.15308652092295236,0.18446351910907324,0.20816653322658124,0.18402287199552603,0.23231019445763645
20-40,All,fnr,0.5,1.0,-4.073229309961762,0.015182601923921268,0.1687750200160128,0.15308652092295236,0.18446351910907324,0.20496397117694154,0.19832111797375665,0.21160682438012643
20-40,All,fnr,0.75,1.0,0.2518763842170375,0.8135486185074665,0.20816653322658124,0.18402287199552603,0.23231019445763645,0.20496397117694154,0.19832111797375665,0.21160682438012643
20-40,0-20,fnr,0.0,0.05,-0.7853587213292293,0.4761519059424509,0.11199999999999999,0.1051853856415338,0.11881461435846617,0.1293333333333333,0.08613896024683798,0.17252770641982862
20-40,0-20,fnr,0.0,0.1,-1.318760946791571,0.25768352199813627,0.11199999999999999,0.1051853856415338,0.11881461435846617,0.12533333333333327,0.10991716479593042,0.14074950187073612
20-40,0-20,fnr,0.0,0.25,-4.401794654268183,0.011674870036878778,0.11199999999999999,0.1051853856415338,0.11881461435846617,0.16399999999999998,0.14133812978920274,0.18666187021079722
20-40,0-20,fnr,0.0,0.5,-1.2417560315770726,0.28216349541442104,0.11199999999999999,0.1051853856415338,0.11881461435846617,0.13999999999999999,0.09770028188122579,0.18229971811877418
20-40,0-20,fnr,0.0,0.75,-2.348936432767921,0.07860662770049147,0.11199999999999999,0.1051853856415338,0.11881461435846617,0.184,0.1323124138582057,0.2356875861417943
20-40,0-20,fnr,0.0,1.0,-4.435443993366488,0.011373970361086555,0.11199999999999999,0.1051853856415338,0.11881461435846617,0.21999999999999992,0.17674243101564882,0.26325756898435104
20-40,0-20,fnr,0.05,0.1,0.19405386820594633,0.855590216863631,0.1293333333333333,0.08613896024683798,0.17252770641982862,0.12533333333333327,0.10991716479593042,0.14074950187073612
20-40,0-20,fnr,0.05,0.25,-1.498615086031011,0.2083406394079782,0.1293333333333333,0.08613896024683798,0.17252770641982862,0.16399999999999998,0.14133812978920274,0.18666187021079722
20-40,0-20,fnr,0.05,0.5,-0.44791400876468307,0.6774039267484401,0.1293333333333333,0.08613896024683798,0.17252770641982862,0.13999999999999999,0.09770028188122579,0.18229971811877418
20-40,0-20,fnr,0.05,0.75,-1.559713506662494,0.19384003471698533,0.1293333333333333,0.08613896024683798,0.17252770641982862,0.184,0.1323124138582057,0.2356875861417943
20-40,0-20,fnr,0.05,1.0,-2.6539427336532793,0.05674775641407006,0.1293333333333333,0.08613896024683798,0.17252770641982862,0.21999999999999992,0.17674243101564882,0.26325756898435104
20-40,0-20,fnr,0.1,0.25,-2.46418387424011,0.06937876177241634,0.12533333333333327,0.10991716479593042,0.14074950187073612,0.16399999999999998,0.14133812978920274,0.18666187021079722
20-40,0-20,fnr,0.1,0.5,-0.5978790677185091,0.5821244880355165,0.12533333333333327,0.10991716479593042,0.14074950187073612,0.13999999999999999,0.09770028188122579,0.18229971811877418
20-40,0-20,fnr,0.1,0.75,-2.2180958442048415,0.09080433686716656,0.12533333333333327,0.10991716479593042,0.14074950187073612,0.184,0.1323124138582057,0.2356875861417943
20-40,0-20,fnr,0.1,1.0,-3.4100739556393265,0.027025557238911053,0.12533333333333327,0.10991716479593042,0.14074950187073612,0.21999999999999992,0.17674243101564882,0.26325756898435104
20-40,0-20,fnr,0.25,0.5,1.704649405717362,0.16346201515738065,0.16399999999999998,0.14133812978920274,0.18666187021079722,0.13999999999999999,0.09770028188122579,0.18229971811877418
20-40,0-20,fnr,0.25,0.75,-0.8553989227683017,0.44054248167903687,0.16399999999999998,0.14133812978920274,0.18666187021079722,0.184,0.1323124138582057,0.2356875861417943
20-40,0-20,fnr,0.25,1.0,-2.9961807750269696,0.0400927278652957,0.16399999999999998,0.14133812978920274,0.18666187021079722,0.21999999999999992,0.17674243101564882,0.26325756898435104
20-40,0-20,fnr,0.5,0.75,-1.519753286893063,0.2032025850435928,0.13999999999999999,0.09770028188122579,0.18229971811877418,0.184,0.1323124138582057,0.2356875861417943
20-40,0-20,fnr,0.5,1.0,-5.786913866044946,0.004430975575969843,0.13999999999999999,0.09770028188122579,0.18229971811877418,0.21999999999999992,0.17674243101564882,0.26325756898435104
20-40,0-20,fnr,0.75,1.0,-1.0400011412913157,0.35706904696282227,0.184,0.1323124138582057,0.2356875861417943,0.21999999999999992,0.17674243101564882,0.26325756898435104
20-40,20-40,fnr,0.0,0.05,-1.786407608605141,0.14857094710682628,0.1708994708994708,0.15663528950994135,0.18516365228900025,0.20317460317460312,0.1752558911437011,0.23109331520550513
20-40,20-40,fnr,0.0,0.1,-1.2413220787308408,0.2823075746076564,0.1708994708994708,0.15663528950994135,0.18516365228900025,0.18941798941798935,0.16911784923041503,0.20971812960556366
20-40,20-40,fnr,0.0,0.25,-3.0353967775364294,0.038575840486163124,0.1708994708994708,0.15663528950994135,0.18516365228900025,0.2169312169312169,0.19557770976245548,0.2382847240999783
20-40,20-40,fnr,0.0,0.5,-0.11577058990186503,0.913413653497164,0.1708994708994708,0.15663528950994135,0.18516365228900025,0.17248677248677247,0.14460660625919033,0.2003669387143546
20-40,20-40,fnr,0.0,0.75,-8.318003918560576,0.0011411582112454887,0.1708994708994708,0.15663528950994135,0.18516365228900025,0.2555555555555555,0.24385975799737653,0.26725135311373444
20-40,20-40,fnr,0.0,1.0,-6.397069396057917,0.0030661428517051443,0.1708994708994708,0.15663528950994135,0.18516365228900025,0.2878306878306878,0.2687427950133098,0.3069185806480659
20-40,20-40,fnr,0.05,0.1,0.607201577001552,0.5764976212388722,0.20317460317460312,0.1752558911437011,0.23109331520550513,0.18941798941798935,0.16911784923041503,0.20971812960556366
20-40,20-40,fnr,0.05,0.25,-0.5741039273131754,0.5966375148195457,0.20317460317460312,0.1752558911437011,0.23109331520550513,0.2169312169312169,0.19557770976245548,0.2382847240999783
20-40,20-40,fnr,0.05,0.5,1.2475282061055428,0.28025369412296575,0.20317460317460312,0.1752558911437011,0.23109331520550513,0.17248677248677247,0.14460660625919033,0.2003669387143546
20-40,20-40,fnr,0.05,0.75,-2.760671363339143,0.05081460861690305,0.20317460317460312,0.1752558911437011,0.23109331520550513,0.2555555555555555,0.24385975799737653,0.26725135311373444
20-40,20-40,fnr,0.05,1.0,-5.84237394672177,0.0042795457750273175,0.20317460317460312,0.1752558911437011,0.23109331520550513,0.2878306878306878,0.2687427950133098,0.3069185806480659
20-40,20-40,fnr,0.1,0.25,-1.3755843595726553,0.2409553970559937,0.18941798941798935,0.16911784923041503,0.20971812960556366,0.2169312169312169,0.19557770976245548,0.2382847240999783
20-40,20-40,fnr,0.1,0.5,0.714827282574031,0.5142181542811083,0.18941798941798935,0.16911784923041503,0.20971812960556366,0.17248677248677247,0.14460660625919033,0.2003669387143546
20-40,20-40,fnr,0.1,0.75,-4.385290096535143,0.01182597565826497,0.18941798941798935,0.16911784923041503,0.20971812960556366,0.2555555555555555,0.24385975799737653,0.26725135311373444
20-40,20-40,fnr,0.1,1.0,-5.429644521057829,0.005581188067119649,0.18941798941798935,0.16911784923041503,0.20971812960556366,0.2878306878306878,0.2687427950133098,0.3069185806480659
20-40,20-40,fnr,0.25,0.5,4.532271474234208,0.010559053701551765,0.2169312169312169,0.19557770976245548,0.2382847240999783,0.17248677248677247,0.14460660625919033,0.2003669387143546
20-40,20-40,fnr,0.25,0.75,-6.083333333333361,0.0036909225990242323,0.2169312169312169,0.19557770976245548,0.2382847240999783,0.2555555555555555,0.24385975799737653,0.26725135311373444
20-40,20-40,fnr,0.25,1.0,-4.627572855256813,0.009825085318788722,0.2169312169312169,0.19557770976245548,0.2382847240999783,0.2878306878306878,0.2687427950133098,0.3069185806480659
20-40,20-40,fnr,0.5,0.75,-7.884570786943664,0.0013990845282538524,0.17248677248677247,0.14460660625919033,0.2003669387143546,0.2555555555555555,0.24385975799737653,0.26725135311373444
20-40,20-40,fnr,0.5,1.0,-5.332161602265749,0.005956592952607203,0.17248677248677247,0.14460660625919033,0.2003669387143546,0.2878306878306878,0.2687427950133098,0.3069185806480659
20-40,20-40,fnr,0.75,1.0,-2.5869762355239128,0.06087767670938971,0.2555555555555555,0.24385975799737653,0.26725135311373444,0.2878306878306878,0.2687427950133098,0.3069185806480659
20-40,40-60,fnr,0.0,0.05,-1.0970897155447195,0.3342127156390661,0.19470198675496686,0.17812923793421903,0.2112747355757147,0.21412803532008823,0.18266536263301664,0.24559070800715982
20-40,40-60,fnr,0.0,0.1,-0.7639830952092871,0.48745526647198967,0.19470198675496686,0.17812923793421903,0.2112747355757147,0.2030905077262693,0.18257661677910988,0.2236043986734287
20-40,40-60,fnr,0.0,0.25,-2.0834603847656687,0.10560870158624944,0.19470198675496686,0.17812923793421903,0.2112747355757147,0.22384105960264894,0.2052174370982835,0.24246468210701438
20-40,40-60,fnr,0.0,0.5,1.2469518924944771,0.280443819981293,0.19470198675496686,0.17812923793421903,0.2112747355757147,0.17880794701986752,0.16387009968213473,0.1937457943576003
20-40,40-60,fnr,0.0,0.75,0.0,1.0,0.19470198675496686,0.17812923793421903,0.2112747355757147,0.19470198675496683,0.16409829486450567,0.225305678645428
20-40,40-60,fnr,0.0,1.0,1.442460274202135,0.2226386836589106,0.19470198675496686,0.17812923793421903,0.2112747355757147,0.17792494481236198,0.1713804233080998,0.18446946631662417
20-40,40-60,fnr,0.05,0.1,0.46747349500422725,0.6644919932867224,0.21412803532008823,0.18266536263301664,0.24559070800715982,0.2030905077262693,0.18257661677910988,0.2236043986734287
20-40,40-60,fnr,0.05,0.25,-0.5824877452456632,0.5914932489658142,0.21412803532008823,0.18266536263301664,0.24559070800715982,0.22384105960264894,0.2052174370982835,0.24246468210701438
20-40,40-60,fnr,0.05,0.5,1.5431770309453179,0.19765971190972303,0.21412803532008823,0.18266536263301664,0.24559070800715982,0.17880794701986752,0.16387009968213473,0.1937457943576003
20-40,40-60,fnr,0.05,0.75,0.7129772895860051,0.5152462242153993,0.21412803532008823,0.18266536263301664,0.24559070800715982,0.19470198675496683,0.16409829486450567,0.225305678645428
20-40,40-60,fnr,0.05,1.0,1.6820734001901285,0.16784609928324376,0.21412803532008823,0.18266536263301664,0.24559070800715982,0.17792494481236198,0.1713804233080998,0.18446946631662417
20-40,40-60,fnr,0.1,0.25,-1.299056483133538,0.26374496551812115,0.2030905077262693,0.18257661677910988,0.2236043986734287,0.22384105960264894,0.2052174370982835,0.24246468210701438
20-40,40-60,fnr,0.1,0.5,1.3643820804812923,0.24416652610207715,0.2030905077262693,0.18257661677910988,0.2236043986734287,0.17880794701986752,0.16387009968213473,0.1937457943576003
20-40,40-60,fnr,0.1,0.75,0.30122701608472,0.7782511555249724,0.2030905077262693,0.18257661677910988,0.2236043986734287,0.19470198675496683,0.16409829486450567,0.225305678645428
20-40,40-60,fnr,0.1,1.0,2.000924000973296,0.11599408785821001,0.2030905077262693,0.18257661677910988,0.2236043986734287,0.17792494481236198,0.1713804233080998,0.18446946631662417
20-40,40-60,fnr,0.25,0.5,2.877523806169748,0.045125402879112174,0.22384105960264894,0.2052174370982835,0.24246468210701438,0.17880794701986752,0.16387009968213473,0.1937457943576003
