target_age,rate,metric,g1,g2,t,p,p_bh,m1,cil_1,ciu_1,m2,cil_2,ciu_2
0-20,0.05,fnr,All,20-40,0.48236880436091956,0.6424653446847807,0.6745886119190198,0.1841473178542834,0.1634382829229508,0.204856352785616,0.17671957671957667,0.15940417101820656,0.19403498242094677
0-20,0.05,fnr,All,40-60,-0.45462754976620967,0.6614595570034083,0.8063235948750521,0.1841473178542834,0.1634382829229508,0.204856352785616,0.19249448123620302,0.16785470527370594,0.2171342571987001
0-20,0.05,fnr,All,60-80,-1.4079110393633614,0.1968084607170902,0.6060575811466862,0.1841473178542834,0.1634382829229508,0.204856352785616,0.21640625,0.18198950513952283,0.25082299486047716
0-20,0.05,fnr,All,80+,0.44712957607135595,0.666639255325576,0.8063235948750521,0.1841473178542834,0.1634382829229508,0.204856352785616,0.16666666666666666,0.10133453384866484,0.23199879948466848
0-20,0.1,fnr,All,0-20,3.3294552094324383,0.010392822185899955,0.10912463295194952,0.20576461168935145,0.16815551796358383,0.24337370541511907,0.12266666666666662,0.100308181896905,0.14502515143642822
0-20,0.1,fnr,All,20-40,0.3053040179041259,0.7679272332143353,0.8063235948750521,0.20576461168935145,0.16815551796358383,0.24337370541511907,0.19735449735449728,0.16706362992653429,0.22764536478246028
0-20,0.1,fnr,All,40-60,-0.397566772850717,0.7013468397288645,0.8063235948750521,0.20576461168935145,0.16815551796358383,0.24337370541511907,0.21942604856512138,0.17236948229292673,0.26648261483731606
0-20,0.1,fnr,All,60-80,-0.9844475602163688,0.3537283281096051,0.7428294890301707,0.20576461168935145,0.16815551796358383,0.24337370541511907,0.24140625,0.19028086383360782,0.29253163616639216
0-20,0.1,fnr,All,80+,-0.7284044609592346,0.48713743106054597,0.7869143117131897,0.20576461168935145,0.16815551796358383,0.24337370541511907,0.2333333333333333,0.17867254935629617,0.28799411731037045
0-20,0.25,fnr,All,0-20,4.2907990285329785,0.0026485041135423004,0.05561858638438831,0.22449959967974373,0.1996419412991948,0.24935725806029266,0.14266666666666664,0.12030818189690504,0.16502515143642824
0-20,0.25,fnr,All,20-40,0.8086968889302344,0.44207328932824486,0.7736282563244286,0.22449959967974373,0.1996419412991948,0.24935725806029266,0.2084656084656084,0.18417192669803636,0.23275929023318045
0-20,0.25,fnr,All,40-60,-0.5723466235560961,0.5828094181570853,0.8063235948750521,0.22449959967974373,0.1996419412991948,0.24935725806029266,0.236644591611479,0.20897038083538416,0.2643188023875738
0-20,0.25,fnr,All,60-80,-1.6545638081930376,0.13660936730053658,0.5737593426622537,0.22449959967974373,0.1996419412991948,0.24935725806029266,0.27265625,0.22809795688628895,0.317214543113711
0-20,0.25,fnr,All,80+,-1.9269808047538006,0.09013963037787019,0.4732330594838185,0.22449959967974373,0.1996419412991948,0.24935725806029266,0.26666666666666666,0.23744924864744726,0.29588408468588606
0-20,0.5,fnr,All,0-20,1.9701782992673813,0.08432039197996144,0.4732330594838185,0.20688550840672532,0.1825808280135669,0.23119018879988373,0.16799999999999998,0.1433740320157715,0.19262596798422846
0-20,0.5,fnr,All,20-40,0.3067487753727255,0.7668668752295661,0.8063235948750521,0.20688550840672532,0.1825808280135669,0.23119018879988373,0.201058201058201,0.17829099144823352,0.22382541066816847
0-20,0.5,fnr,All,40-60,-0.05899304732203903,0.9544046432777631,0.9544046432777631,0.20688550840672532,0.1825808280135669,0.23119018879988373,0.20838852097130242,0.17091679634527454,0.2458602455973303
0-20,0.5,fnr,All,60-80,-1.2710338092596523,0.23942687732937878,0.6284955529896193,0.20688550840672532,0.1825808280135669,0.23119018879988373,0.23359375,0.20591291763186925,0.2612745823681307
0-20,0.5,fnr,All,80+,-1.084283072561681,0.3098315669838257,0.72294032296226,0.20688550840672532,0.1825808280135669,0.23119018879988373,0.24999999999999994,0.18466786718199812,0.31533213281800176
0-20,0.75,fnr,All,0-20,-1.3898748998890729,0.20201919371556204,0.6060575811466862,0.1905524419535628,0.17171649309797937,0.20938839080914623,0.23599999999999993,0.18186019536476702,0.29013980463523287
0-20,0.75,fnr,All,20-40,0.8274141560485657,0.43198911117380057,0.7736282563244286,0.1905524419535628,0.17171649309797937,0.20938839080914623,0.17671957671957664,0.15426628140794882,0.19917287203120446
0-20,0.75,fnr,All,40-60,0.6418846267673227,0.5389011260433954,0.8063235948750521,0.1905524419535628,0.17171649309797937,0.20938839080914623,0.1792494481236203,0.15479268862863835,0.20370620761860223
0-20,0.75,fnr,All,60-80,-0.7489911761823047,0.475306086295039,0.5871428124821071,0.1905524419535628,0.17171649309797937,0.20938839080914623,0.203125,0.18051678012799693,0.22573321987200307
0-20,0.75,fnr,All,80+,-1.132072548456363,0.2903930765218534,0.42268205453967955,0.1905524419535628,0.17171649309797937,0.20938839080914623,0.21666666666666665,0.18088278379232348,0.2524505495410098
0-20,1.0,fnr,All,0-20,-24.116201869722563,9.319334586571497e-09,1.9570602631800143e-07,0.2619695756605284,0.25629600233287314,0.2676431489881837,0.5466666666666666,0.5267644786641039,0.5665688546692293
0-20,1.0,fnr,All,20-40,10.368630423162568,6.473856742255289e-06,6.797549579368054e-05,0.2619695756605284,0.25629600233287314,0.2676431489881837,0.20740740740740735,0.20013348208225926,0.21468133273255544
0-20,1.0,fnr,All,40-60,6.1589020023348775,0.00027133773794773446,0.0018993641656341411,0.2619695756605284,0.25629600233287314,0.2676431489881837,0.2203090507726269,0.20989633136450045,0.23072177018075338
0-20,1.0,fnr,All,60-80,2.129476098905149,0.06584665513794685,0.153642195321876,0.2619695756605284,0.25629600233287314,0.2676431489881837,0.2484375,0.23885053471244364,0.25802446528755635
0-20,1.0,fnr,All,80+,-0.6379130066431956,0.541354798794764,0.6315805985938914,0.2619695756605284,0.25629600233287314,0.2676431489881837,0.2833333333333333,0.22489849729489453,0.3417681693717721
0-20,0.0,fomr,All,0-20,-3.3614612756110405,0.009910278021284972,0.052028959611746105,0.06802401821958376,0.06431622194685106,0.07173181449231646,0.0806942155280709,0.07522488736277577,0.08616354369336604
0-20,0.0,fomr,All,20-40,-2.20276603086197,0.058739988188003855,0.153642195321876,0.06802401821958376,0.06431622194685106,0.07173181449231646,0.07485313460997647,0.07087946275800258,0.07882680646195037
0-20,0.0,fomr,All,40-60,2.6212357695812294,0.030591697311004355,0.1284851287062183,0.06802401821958376,0.06431622194685106,0.07173181449231646,0.05953803373606521,0.05524136787874535,0.06383469959338507
0-20,0.0,fomr,All,60-80,-1.4133724469412208,0.195253977412253,0.3727575932415739,0.06802401821958376,0.06431622194685106,0.07173181449231646,0.07345770757537542,0.0678297542645153,0.07908566088623555
0-20,0.0,fomr,All,80+,0.4148510148420155,0.6891527466214955,0.7602353591645085,0.06802401821958376,0.06431622194685106,0.07173181449231646,0.06271783463107153,0.040604064611403146,0.08483160465073991
0-20,0.05,fomr,All,0-20,-1.773065602927255,0.11415139706323911,0.23971793383280215,0.06734685126031548,0.06235156688653121,0.07234213563409975,0.08525583543705953,0.06826829076603684,0.10224338010808222
0-20,0.05,fomr,All,20-40,-2.2357113259413643,0.05579756927491935,0.153642195321876,0.06734685126031548,0.06235156688653121,0.07234213563409975,0.07569244423183219,0.07146522910553092,0.07991965935813346
0-20,0.05,fomr,All,40-60,2.407133951753985,0.04269873063035365,0.14944555720623776,0.06734685126031548,0.06235156688653121,0.07234213563409975,0.057543679614868636,0.05244293155948111,0.06264442767025616
0-20,0.05,fomr,All,60-80,-0.774844384660372,0.46071766582120266,0.5871428124821071,0.06734685126031548,0.06235156688653121,0.07234213563409975,0.07164849715496131,0.0632960231547826,0.08000097115514003
0-20,0.05,fomr,All,80+,-0.023010490376634708,0.9822054983840218,0.9822054983840218,0.06734685126031548,0.06235156688653121,0.07234213563409975,0.06767996186238676,0.042798545192947304,0.09256137853182621
0-20,0.1,fomr,All,0-20,-1.1340575776767985,0.28960729594817225,0.42268205453967955,0.07267433311583867,0.06295106901061465,0.08239759722106269,0.08272068735777291,0.07061145556266783,0.09482991915287799
0-20,0.1,fomr,All,20-40,-1.2788758094940011,0.23678854847278002,0.41437995982736503,0.07267433311583867,0.06295106901061465,0.08239759722106269,0.08211927875097477,0.07357064699638922,0.09066791050556032
0-20,0.1,fomr,All,40-60,1.1034474670701626,0.30191575324262826,0.42268205453967955,0.07267433311583867,0.06295106901061465,0.08239759722106269,0.06363344081201808,0.05306172929361691,0.07420515233041924
0-20,0.1,fomr,All,60-80,-0.36575036027024993,0.7240336753947699,0.7602353591645085,0.07267433311583867,0.06295106901061465,0.08239759722106269,0.07589556612061642,0.06390251584387537,0.08788861639735747
0-20,0.1,fomr,All,80+,-1.339665819364428,0.2171608749843645,0.3040252249781103,0.07267433311583867,0.06295106901061465,0.08239759722106269,0.08517338985293141,0.07202147510707141,0.09832530459879141
0-20,0.25,fomr,All,0-20,-2.1787682161849338,0.060979431624660935,0.14228534045754218,0.07717633606589017,0.07045487915865521,0.08389779297312512,0.09296195846586577,0.08218504972419406,0.10373886720753749
0-20,0.25,fomr,All,20-40,-1.2882739795635743,0.2336590625033789,0.3066775195356848,0.07717633606589017,0.07045487915865521,0.08389779297312512,0.08462876281879353,0.07703516403743857,0.09222236160014849
0-20,0.25,fomr,All,40-60,1.885987063113947,0.09601706378075078,0.18330530358143332,0.07717633606589017,0.07045487915865521,0.08389779297312512,0.06719799216111813,0.060806809480271284,0.07358917484196498
0-20,0.25,fomr,All,60-80,-0.7285523948934802,0.48705173730055984,0.5383203412269346,0.07717633606589017,0.07045487915865521,0.08389779297312512,0.08247001061698886,0.07165012569992465,0.09328989553405306
0-20,0.25,fomr,All,80+,-2.4814319453221176,0.03802668220973561,0.09982004080055598,0.07717633606589017,0.07045487915865521,0.08389779297312512,0.09732657285788214,0.08477787789867826,0.10987526781708602
0-20,0.5,fomr,All,0-20,-4.148655971819236,0.003214903800913048,0.016878244954793502,0.07336460494628716,0.06650825430039745,0.08022095559217687,0.10819533028118955,0.0951719143146286,0.1212187462477505
0-20,0.5,fomr,All,20-40,-1.564060099325171,0.15643269643406837,0.25016086197778253,0.07336460494628716,0.06650825430039745,0.08022095559217687,0.08303347027387681,0.07464095479308619,0.09142598575466743
0-20,0.5,fomr,All,40-60,2.0043729067280496,0.07997256378317946,0.16794238394467687,0.07336460494628716,0.06650825430039745,0.08022095559217687,0.06047402362267642,0.05152422924199131,0.06942381800336153
0-20,0.5,fomr,All,60-80,-0.5057654910598425,0.6266597845537457,0.6266597845537457,0.07336460494628716,0.06650825430039745,0.08022095559217687,0.07621814512008152,0.06908955574273493,0.0833467344974281
0-20,0.5,fomr,All,80+,-1.5209113564960022,0.16677390798518835,0.25016086197778253,0.07336460494628716,0.06650825430039745,0.08022095559217687,0.0929962063026579,0.07143202617029987,0.11456038643501593
0-20,0.75,fomr,All,0-20,-4.259744915940884,0.0027623468125071208,0.016878244954793502,0.06905422319285812,0.06326304845476542,0.07484539793095081,0.13805429106225325,0.1102549754254395,0.165853606699067
0-20,0.75,fomr,All,20-40,-1.0764548137150558,0.31311183305946844,0.36529713856937984,0.06905422319285812,0.06326304845476542,0.07484539793095081,0.07548078765189566,0.06676315381210109,0.08419842149169023
0-20,0.75,fomr,All,40-60,3.1220617655077216,0.014184410198907507,0.04964543569617627,0.06905422319285812,0.06326304845476542,0.07484539793095081,0.0541850115560905,0.048170884396077036,0.06019913871610396
0-20,0.75,fomr,All,60-80,0.588106070917958,0.5726847387459788,0.6013189756832777,0.06905422319285812,0.06326304845476542,0.07484539793095081,0.06651367152914167,0.061633921242666846,0.0713934218156165
0-20,0.75,fomr,All,80+,-1.5298529480774807,0.16458170626838567,0.25016086197778253,0.06905422319285812,0.06326304845476542,0.07484539793095081,0.08000931966449205,0.06887159698937415,0.09114704233960996
0-20,1.0,fomr,All,0-20,-35.0815773374532,4.769298964721542e-10,1.0015527825915238e-08,0.08944392545561483,0.08704035286179275,0.09184749804943691,0.25350356598882745,0.2456656797073318,0.2613414522703231
0-20,1.0,fomr,All,20-40,2.788918820876472,0.023597628960688996,0.07079288688206699,0.08944392545561483,0.08704035286179275,0.09184749804943691,0.08443576440383574,0.08240284086501322,0.08646868794265826
0-20,1.0,fomr,All,40-60,12.123938993477326,1.9823211547085074e-06,2.0814372124439327e-05,0.08944392545561483,0.08704035286179275,0.09184749804943691,0.06339684702761644,0.06049729075444117,0.06629640330079171
0-20,1.0,fomr,All,60-80,3.632456078177985,0.006661300387975826,0.02797746162949847,0.08944392545561483,0.08704035286179275,0.09184749804943691,0.07959234665483089,0.07549021881039036,0.08369447449927142
0-20,1.0,fomr,All,80+,-1.1897401411038064,0.2682569524954398,0.3313762354355433,0.08944392545561483,0.08704035286179275,0.09184749804943691,0.10066179031696272,0.08430830567458172,0.11701527495934372
20-40,0.0,auroc,All,0-20,-10.729864412790029,5.004648085856003e-06,5.2548804901488036e-05,0.8499662291294052,0.8463932682785268,0.8535391899802837,0.8912704402515723,0.8855456474840661,0.8969952330190786
20-40,0.0,auroc,All,20-40,-1.476450256107874,0.178067433846625,0.3116180092315937,0.8499662291294052,0.8463932682785268,0.8535391899802837,0.8554007321555179,0.8500276628219298,0.8607738014891061
20-40,0.0,auroc,All,40-60,-0.579618254126232,0.5781253323048884,0.7141548222589797,0.8499662291294052,0.8463932682785268,0.8535391899802837,0.8517263915630503,0.8477799433022769,0.8556728398238237
20-40,0.0,auroc,All,60-80,11.13458857910408,3.7845063009179227e-06,5.2548804901488036e-05,0.8499662291294052,0.8463932682785268,0.8535391899802837,0.8081315300855992,0.8025983478740396,0.8136647122971589
20-40,0.0,auroc,All,80+,-0.7174133746524616,0.4935314514817899,0.6909440320745058,0.8499662291294052,0.8463932682785268,0.8535391899802837,0.8653508771929825,0.8279276903532893,0.9027740640326758
20-40,0.05,auroc,All,0-20,-2.261594995729895,0.05358880458990837,0.12504054404311954,0.8475171614697518,0.838259998541524,0.8567743243979795,0.8820125786163523,0.8569275050988903,0.9070976521338143
20-40,0.05,auroc,All,20-40,-0.9705861778594609,0.3601804464905865,0.5818299520232552,0.8475171614697518,0.838259998541524,0.8567743243979795,0.8541539455851215,0.8465383573005022,0.8617695338697408
20-40,0.05,auroc,All,40-60,0.11298159950426152,0.9128288382994524,0.9128288382994524,0.8475171614697518,0.838259998541524,0.8567743243979795,0.8466783977130337,0.8375307083129313,0.855826087113136
20-40,0.05,auroc,All,60-80,4.495947954248319,0.0020128485413374903,0.00845396387361746,0.8475171614697518,0.838259998541524,0.8567743243979795,0.8130617447129909,0.8033253585510007,0.822798130874981
20-40,0.05,auroc,All,80+,0.22513767377186744,0.8275166450668177,0.8960204088427971,0.8475171614697518,0.838259998541524,0.8567743243979795,0.8456140350877192,0.8340424636538585,0.8571856065215798
20-40,0.1,auroc,All,0-20,-6.979325971250631,0.0001149896492642042,0.0006036956586370721,0.860463899098675,0.8560732282960322,0.8648545699013179,0.8982490566037736,0.889834992660118,0.9066631205474293
20-40,0.1,auroc,All,20-40,-1.635819693013987,0.1405154386178332,0.268256746452227,0.860463899098675,0.8560732282960322,0.8648545699013179,0.8666657020348907,0.861676269842314,0.8716551342274673
20-40,0.1,auroc,All,40-60,0.6046927906983577,0.5621373562314864,0.7141548222589797,0.860463899098675,0.8560732282960322,0.8648545699013179,0.8582367696600818,0.8535028845131697,0.8629706548069939
20-40,0.1,auroc,All,60-80,9.578928520313095,1.1692142076072425e-05,8.184499453250698e-05,0.860463899098675,0.8560732282960322,0.8648545699013179,0.8276372104733133,0.8235367670220315,0.8317376539245951
20-40,0.1,auroc,All,80+,-1.7754568408353684,0.11373592278040555,0.23884543783885168,0.860463899098675,0.8560732282960322,0.8648545699013179,0.8820175438596494,0.8611938247669607,0.902841262952338
20-40,0.25,auroc,All,0-20,-3.3305751605408314,0.010375524710783093,0.03631433648774082,0.8417186008230606,0.8312641913121397,0.8521730103339815,0.8755622641509435,0.8611390551085285,0.8899854731933585
20-40,0.25,auroc,All,20-40,-0.8783034585917284,0.4053845775789977,0.6080768663684966,0.8417186008230606,0.8312641913121397,0.8521730103339815,0.8504767692552561,0.8364666169805638,0.8644869215299483
20-40,0.25,auroc,All,40-60,0.3187507029788854,0.7580786374390672,0.8844250770122452,0.8417186008230606,0.8312641913121397,0.8521730103339815,0.8392863104095992,0.8309407531872145,0.847631867631984
20-40,0.25,auroc,All,60-80,3.039407414055787,0.01607776578172199,0.048233297345165974,0.8417186008230606,0.8312641913121397,0.8521730103339815,0.8125055073011076,0.7992917251426186,0.8257192894595966
20-40,0.25,auroc,All,80+,0.190909044545914,0.8533527703264734,0.8960204088427971,0.8417186008230606,0.8312641913121397,0.8521730103339815,0.8381578947368421,0.807177682832973,0.8691381066407112
20-40,0.5,auroc,All,0-20,-2.356860744504326,0.04618398487868841,0.12123296030655709,0.8479012477132255,0.8373098158040736,0.8584926796223774,0.8735245283018868,0.8576797609341256,0.889369295669648
20-40,0.5,auroc,All,20-40,-1.509933671812096,0.16950110931957524,0.2738094842854677,0.8479012477132255,0.8373098158040736,0.8584926796223774,0.8592578123115955,0.8514049503462374,0.8671106742769535
20-40,0.5,auroc,All,40-60,-0.08320045241599791,0.9357363321860148,0.9357363321860148,0.8479012477132255,0.8373098158040736,0.8584926796223774,0.8486236590990839,0.8376916056469106,0.8595557125512572
20-40,0.5,auroc,All,60-80,3.048820841900249,0.015849402807738906,0.07212921593859235,0.8479012477132255,0.8373098158040736,0.8584926796223774,0.8198050415407856,0.8076063581251911,0.8320037249563801
20-40,0.5,auroc,All,80+,-0.6764223076384642,0.5178474454616131,0.5723577028786251,0.8479012477132255,0.8373098158040736,0.8584926796223774,0.8574561403508772,0.8350726354588959,0.8798396452428586
20-40,0.75,auroc,All,0-20,-2.6310343987640756,0.030129755439468914,0.07212921593859235,0.8252600488257616,0.815520187001794,0.8349999106497293,0.8549987421383648,0.8377430437833414,0.8722544404933882
20-40,0.75,auroc,All,20-40,-1.399610938078987,0.1991916454004602,0.2987874681006903,0.8252600488257616,0.815520187001794,0.8349999106497293,0.8353228863711999,0.8273232416622734,0.8433225310801263
20-40,0.75,auroc,All,40-60,-0.6918927664894098,0.5085838609328177,0.5723577028786251,0.8252600488257616,0.815520187001794,0.8349999106497293,0.8302268394116139,0.8222581201787805,0.8381955586444473
20-40,0.75,auroc,All,60-80,2.7128941834439444,0.02653894658874648,0.07212921593859235,0.8252600488257616,0.815520187001794,0.8349999106497293,0.8041060863544814,0.7945149578682882,0.8136972148406747
20-40,0.75,auroc,All,80+,-1.6083307000427989,0.14642941690640943,0.2562514795862165,0.8252600488257616,0.815520187001794,0.8349999106497293,0.8609649122807017,0.8232858979743571,0.8986439265870463
20-40,1.0,auroc,All,0-20,-2.8707709852777454,0.020804278121691798,0.07212921593859235,0.8210559269236976,0.8151021064733257,0.8270097473740694,0.8439849056603774,0.831312169084715,0.8566576422360399
20-40,1.0,auroc,All,20-40,-2.7834113127962175,0.02379896653661162,0.07212921593859235,0.8210559269236976,0.8151021064733257,0.8270097473740694,0.8386720878972473,0.8293098843991332,0.8480342913953615
20-40,1.0,auroc,All,40-60,-1.936558616461791,0.08881697251600523,0.1695596748032827,0.8210559269236976,0.8151021064733257,0.8270097473740694,0.8309008456227212,0.8242694397145096,0.8375322515309327
20-40,1.0,auroc,All,60-80,2.7939508898063004,0.02341520780417815,0.07212921593859235,0.8210559269236976,0.8151021064733257,0.8270097473740694,0.8110586606243706,0.8090840772869887,0.8130332439617525
20-40,1.0,auroc,All,80+,-3.4414980068039025,0.00880435318716459,0.07212921593859235,0.8210559269236976,0.8151021064733257,0.8270097473740694,0.8714912280701753,0.8464996898159459,0.8964827663244047
20-40,0.0,fnr,All,0-20,8.998331928874562,1.8556453832060257e-05,0.0003896855304732654,0.18126501200960765,0.1696180098680379,0.1929120141511774,0.11199999999999999,0.1051853856415338,0.11881461435846617
