target_age,rate,metric,g1,g2,t,p,p_bh,m1,cil_1,ciu_1,m2,cil_2,ciu_2
0-20,0.75,auroc,All,40-60,-0.6611411293622865,0.5270995283645372,0.6076838845205894,0.8591585982436147,0.8499349616161488,0.8683822348710807,0.864075257365992,0.8548621623116337,0.8732883524203503
0-20,0.75,auroc,All,60-80,3.666326825391381,0.006343012673344119,0.026640653228045298,0.8591585982436147,0.8499349616161488,0.8683822348710807,0.8361656596173213,0.8301829404821947,0.8421483787524479
0-20,0.75,auroc,All,80+,-0.6543992986117809,0.5312133402982433,0.6076838845205894,0.8591585982436147,0.8499349616161488,0.8683822348710807,0.868859649122807,0.8445637893613447,0.8931555088842693
0-20,1.0,auroc,All,0-20,2.9362989915020616,0.01881588497440425,0.04771224249629804,0.8374768182609774,0.8287520977533605,0.8462015387685944,0.7897207547169811,0.7625768858892229,0.8168646235447393
0-20,1.0,auroc,All,20-40,-4.522719438873516,0.001942926012145881,0.010200361563765876,0.8374768182609774,0.8287520977533605,0.8462015387685944,0.8668113614330568,0.8595200326203021,0.8741026902458116
0-20,1.0,auroc,All,40-60,-3.2965303613660937,0.010915180815052536,0.038203132852683876,0.8374768182609774,0.8287520977533605,0.8462015387685944,0.8599543453065236,0.8517837595991727,0.8681249310138744
0-20,1.0,auroc,All,60-80,2.030050897958706,0.07685116635964233,0.14671586305022627,0.8374768182609774,0.8287520977533605,0.8462015387685944,0.8203762273413897,0.8084620104975663,0.8322904441852131
0-20,1.0,auroc,All,80+,-4.821281857812811,0.0013192068713354192,0.009234448099347935,0.8374768182609774,0.8287520977533605,0.8462015387685944,0.8723684210526317,0.8631579002441988,0.8815789418610646
0-20,0.0,fnr,All,0-20,8.998331928874562,1.8556453832060257e-05,0.0001948427652366327,0.18126501200960765,0.1696180098680379,0.1929120141511774,0.11199999999999999,0.1051853856415338,0.11881461435846617
0-20,0.0,fnr,All,20-40,0.9867534701078018,0.3526635048158141,0.46654938857951955,0.18126501200960765,0.1696180098680379,0.1929120141511774,0.1708994708994708,0.15663528950994135,0.18516365228900025
0-20,0.0,fnr,All,40-60,-1.1628916242748817,0.27838553349137646,0.41757830023706466,0.18126501200960765,0.1696180098680379,0.1929120141511774,0.19470198675496686,0.17812923793421903,0.2112747355757147
0-20,0.0,fnr,All,60-80,-2.546763595532527,0.03434724568504398,0.07212921593859235,0.18126501200960765,0.1696180098680379,0.1929120141511774,0.21484375,0.1948790594966811,0.2348084405033189
0-20,0.0,fnr,All,80+,0.9806953807309825,0.3554662008224911,0.46654938857951955,0.18126501200960765,0.1696180098680379,0.1929120141511774,0.14999999999999997,0.09533921602296283,0.2046607839770371
0-20,0.05,fnr,All,0-20,2.8820178214757703,0.020448103926984873,0.04771224249629804,0.1841473178542834,0.1634382829229508,0.204856352785616,0.12399999999999996,0.09383947200826268,0.15416052799173724
