epoch,loss,auc,val_loss,val_auc
0,0.464460164308548,0.7778766751289368,0.39438754320144653,0.8477314710617065
1,0.3940120339393616,0.8380122184753418,0.39131221175193787,0.8651372194290161
2,0.3807286322116852,0.8500046133995056,0.3576062023639679,0.8750194311141968
3,0.37138745188713074,0.8579421639442444,0.3457852005958557,0.8799600005149841
4,0.36776232719421387,0.8610674738883972,0.3531942665576935,0.8806845545768738
5,0.35897940397262573,0.8687969446182251,0.34233781695365906,0.8841505646705627
6,0.3567724823951721,0.8708545565605164,0.33830052614212036,0.8869709372520447
7,0.35526034235954285,0.8713756799697876,0.3361928164958954,0.8891561627388
8,0.35176944732666016,0.8749789595603943,0.33512258529663086,0.8901866674423218
9,0.350782185792923,0.8753544688224792,0.3318673372268677,0.8930438160896301
10,0.34499993920326233,0.8796504139900208,0.3306410312652588,0.8930906057357788
11,0.3475102186203003,0.8780335783958435,0.32942599058151245,0.8980447053909302
12,0.3447669744491577,0.8807860016822815,0.325334757566452,0.8997936844825745
13,0.3423689305782318,0.8821102976799011,0.32066234946250916,0.9003487825393677
14,0.33624622225761414,0.8867231607437134,0.3166966736316681,0.9019246101379395
15,0.33786648511886597,0.8850786089897156,0.32390493154525757,0.8988397121429443
16,0.3373057544231415,0.8868321776390076,0.3145102262496948,0.9035643935203552
17,0.33332929015159607,0.8892138600349426,0.3278213143348694,0.9043794274330139
18,0.3301642835140228,0.891731321811676,0.30901387333869934,0.9105221629142761
19,0.3302021324634552,0.8912580013275146,0.3070155084133148,0.9093932509422302
20,0.330026239156723,0.8914978504180908,0.3068435788154602,0.9101943969726562
21,0.32681307196617126,0.8940175771713257,0.3048012852668762,0.9104012250900269
22,0.3211250901222229,0.8984240889549255,0.32442381978034973,0.9130150079727173
23,0.3239942789077759,0.8957427144050598,0.3063599169254303,0.9126175045967102
24,0.31921467185020447,0.8993533849716187,0.2983158528804779,0.9161324501037598
25,0.3158355951309204,0.9020751118659973,0.29653608798980713,0.9156508445739746
26,0.31456229090690613,0.9020888805389404,0.315604031085968,0.9155920147895813
27,0.3121890723705292,0.9050832390785217,0.29013368487358093,0.9183081984519958
28,0.31319496035575867,0.9040077328681946,0.29863300919532776,0.9198442697525024
29,0.3093516528606415,0.906311571598053,0.2852131128311157,0.922058641910553
30,0.3068912625312805,0.9072695970535278,0.2881767153739929,0.9217812418937683
31,0.3042556941509247,0.9093584418296814,0.27593421936035156,0.9269684553146362
32,0.30112892389297485,0.9114387631416321,0.27921396493911743,0.9266222715377808
33,0.2989206612110138,0.9131259918212891,0.2741617262363434,0.928610622882843
34,0.2965865135192871,0.9142900109291077,0.2734863758087158,0.9295934438705444
35,0.2938547432422638,0.916356086730957,0.26590806245803833,0.9359808564186096
36,0.2917868494987488,0.9177013635635376,0.26901975274086,0.9332034587860107
37,0.2879982888698578,0.9192312955856323,0.2697114050388336,0.9353310465812683
38,0.28702160716056824,0.9202303290367126,0.274817556142807,0.9329906105995178
39,0.2860070765018463,0.9203473925590515,0.2592180371284485,0.9372045397758484
40,0.28352463245391846,0.9226922988891602,0.26084423065185547,0.9355801343917847
41,0.2803111970424652,0.9241662621498108,0.2579841911792755,0.9377539753913879
42,0.277958482503891,0.9254989624023438,0.2628917694091797,0.935503363609314
43,0.27423664927482605,0.927527129650116,0.26248955726623535,0.9425040483474731
44,0.272014319896698,0.929211437702179,0.2526765763759613,0.9428272843360901
45,0.2671140730381012,0.9321848750114441,0.24408814311027527,0.9450339078903198
46,0.26118743419647217,0.9349223375320435,0.24767903983592987,0.9456865787506104
47,0.26343074440956116,0.9341265559196472,0.26467642188072205,0.9422523379325867
48,0.2564259171485901,0.9375572800636292,0.2393987625837326,0.9500232934951782
49,0.25374019145965576,0.9385989904403687,0.24063563346862793,0.9499518871307373
50,0.2531493604183197,0.9390586614608765,0.2523476779460907,0.949367880821228
51,0.25124073028564453,0.9400171637535095,0.274198979139328,0.9436428546905518
52,0.2493344098329544,0.9412533044815063,0.23304423689842224,0.9506243467330933
53,0.24485807120800018,0.9429152011871338,0.24449703097343445,0.9489321708679199
54,0.2360842227935791,0.9477091431617737,0.23251791298389435,0.9524111747741699
55,0.2337108850479126,0.948337197303772,0.23286224901676178,0.9529351592063904
56,0.23070380091667175,0.9498733282089233,0.2610248625278473,0.9508795142173767
57,0.23124700784683228,0.949837327003479,0.22732259333133698,0.9527789354324341
58,0.22696365416049957,0.9518750309944153,0.2357414960861206,0.9515132308006287
