epoch,loss,auc,val_loss,val_auc
0,0.44446006417274475,0.7700904607772827,0.4327945411205292,0.7903246283531189
1,0.43054842948913574,0.7879290580749512,0.429203599691391,0.7946600317955017
2,0.4262966215610504,0.793403685092926,0.4304310083389282,0.8009205460548401
3,0.42285430431365967,0.797734260559082,0.4436703026294708,0.803173303604126
4,0.41936543583869934,0.8021584153175354,0.4413684606552124,0.8063274621963501
5,0.4186522662639618,0.8028250336647034,0.4394207298755646,0.811816930770874
6,0.41659826040267944,0.8056521415710449,0.4534043073654175,0.8111806511878967
7,0.4127299189567566,0.8101635575294495,0.5278013944625854,0.8080365657806396
8,0.4087781012058258,0.81439208984375,0.45054882764816284,0.8097208142280579
9,0.4076729714870453,0.8161244988441467,0.49262771010398865,0.8022893667221069
10,0.40727245807647705,0.8165528774261475,0.49475860595703125,0.7979593276977539
11,0.40544649958610535,0.818554699420929,0.4801696240901947,0.8046224117279053
12,0.40352773666381836,0.8205506205558777,0.49294957518577576,0.784216582775116
13,0.40120020508766174,0.8232480883598328,0.5176394581794739,0.7893974184989929
14,0.40064993500709534,0.8237849473953247,0.5150354504585266,0.7840964198112488
15,0.39938634634017944,0.8252065777778625,0.4785670340061188,0.7960461974143982
16,0.39862537384033203,0.8261278867721558,0.5010169148445129,0.7980916500091553
17,0.3968680202960968,0.828132688999176,0.4877322316169739,0.7978987693786621
18,0.39550429582595825,0.8295009732246399,0.4833481013774872,0.789982795715332
19,0.39604291319847107,0.8289948105812073,0.509458065032959,0.7868327498435974
20,0.39517495036125183,0.8296459317207336,0.49368977546691895,0.7812660932540894
21,0.3938830494880676,0.8310950398445129,0.4889093339443207,0.7905406951904297
22,0.3936100900173187,0.8315830826759338,0.4762134850025177,0.7888936996459961
23,0.39150094985961914,0.8336944580078125,0.48978981375694275,0.7831346392631531
24,0.3921184837818146,0.8330570459365845,0.49943333864212036,0.777019202709198
25,0.39181604981422424,0.8333962559700012,0.4824415445327759,0.781500518321991
26,0.3919373154640198,0.8330915570259094,0.49033012986183167,0.7829115390777588
27,0.3914566934108734,0.8339090347290039,0.4910336434841156,0.7781859040260315
28,0.39047470688819885,0.8347278237342834,0.48018524050712585,0.7792180180549622
29,0.39063602685928345,0.8345451951026917,0.48883482813835144,0.7757094502449036
