epoch,loss,auc,val_loss,val_auc
0,0.4561437964439392,0.7710278034210205,0.4780203700065613,0.7920571565628052
1,0.437113493680954,0.7916437387466431,0.44434672594070435,0.7997637987136841
2,0.43379995226860046,0.7957369685173035,0.43971681594848633,0.8020467758178711
3,0.4284697473049164,0.8019582629203796,0.42988452315330505,0.8055803179740906
4,0.42577505111694336,0.8053114414215088,0.44369781017303467,0.8101838231086731
5,0.42425304651260376,0.8069217205047607,0.5001266598701477,0.8103770613670349
6,0.4223833680152893,0.8089619278907776,0.5194100141525269,0.8107189536094666
7,0.4196743071079254,0.8122685551643372,0.45638370513916016,0.8164986968040466
8,0.41785821318626404,0.81429123878479,0.4311683475971222,0.817568302154541
9,0.41334858536720276,0.8191457390785217,0.4619855582714081,0.8179309964179993
10,0.4112256169319153,0.8214513063430786,0.44962695240974426,0.8187921643257141
11,0.40913018584251404,0.823717474937439,0.49133411049842834,0.8147954344749451
12,0.4083560109138489,0.8243370652198792,0.46733805537223816,0.8200738430023193
13,0.40715691447257996,0.8258204460144043,0.44656261801719666,0.8210307359695435
14,0.4046469032764435,0.8284754753112793,0.4679998457431793,0.8123039603233337
15,0.4026935398578644,0.8303213715553284,0.4628902077674866,0.81680828332901
16,0.40114980936050415,0.8320918083190918,0.47964972257614136,0.8166754841804504
17,0.3994366526603699,0.8337594866752625,0.4592576324939728,0.8108214735984802
18,0.39921775460243225,0.8339606523513794,0.48887839913368225,0.8084161877632141
19,0.3990507423877716,0.8341538906097412,0.463361918926239,0.8068194389343262
20,0.3970646858215332,0.8360340595245361,0.4682513177394867,0.811438798904419
21,0.39562466740608215,0.8375815153121948,0.45917266607284546,0.8122010827064514
22,0.3954578936100006,0.8375638723373413,0.45926403999328613,0.8082593083381653
23,0.3953854739665985,0.8378742337226868,0.4363015294075012,0.8121960759162903
24,0.3931313753128052,0.8400537371635437,0.4328353703022003,0.8051259517669678
25,0.39326223731040955,0.8396298289299011,0.4333268105983734,0.8046146631240845
26,0.39381060004234314,0.8391115665435791,0.44283953309059143,0.799841582775116
27,0.3935776948928833,0.8392909169197083,0.43807587027549744,0.8017712831497192
28,0.3917511999607086,0.8415542840957642,0.44359397888183594,0.8043301701545715
29,0.3927343189716339,0.8404978513717651,0.43217676877975464,0.8041921854019165
30,0.39279961585998535,0.840144157409668,0.4320431053638458,0.8033049702644348
31,0.3914976119995117,0.841364860534668,0.431302547454834,0.803750216960907
32,0.3912450075149536,0.8417544960975647,0.43365463614463806,0.8020411729812622
33,0.3908610939979553,0.8419820070266724,0.4360455870628357,0.8013350963592529
34,0.3923516869544983,0.8405892252922058,0.43408989906311035,0.8001377582550049
35,0.3902986943721771,0.8425688743591309,0.43570250272750854,0.7975557446479797
36,0.3901970088481903,0.8427021503448486,0.43369409441947937,0.7999415397644043
37,0.39050474762916565,0.8423882126808167,0.4349355399608612,0.7977234721183777
38,0.3907569646835327,0.8422184586524963,0.43932056427001953,0.791814386844635
39,0.3903154730796814,0.8423168659210205,0.436728835105896,0.7956057786941528
40,0.3908424377441406,0.841980516910553,0.43745478987693787,0.7940296530723572
41,0.38998302817344666,0.8429375290870667,0.43514424562454224,0.797356367111206
42,0.3900218904018402,0.8426975607872009,0.43546637892723083,0.7969458103179932
43,0.39009252190589905,0.8426955938339233,0.4381808340549469,0.79300457239151
44,0.3906499743461609,0.8422889113426208,0.4354992210865021,0.7968663573265076
45,0.38977378606796265,0.8431560397148132,0.43742647767066956,0.7937449812889099
46,0.38926586508750916,0.8433743715286255,0.4372742176055908,0.7937516570091248
47,0.3895730674266815,0.843099057674408,0.4351953864097595,0.7974410653114319
48,0.3896084725856781,0.8430301547050476,0.4371624290943146,0.7938836216926575
49,0.3893290162086487,0.8435522317886353,0.43648603558540344,0.7953844666481018
50,0.38914626836776733,0.8438546657562256,0.4374330937862396,0.7935560941696167
51,0.3885805904865265,0.8441504836082458,0.4358372390270233,0.7961534261703491
52,0.38994669914245605,0.8428196907043457,0.4361414611339569,0.795757532119751
53,0.3897109627723694,0.843005895614624,0.438288152217865,0.7926412224769592
