target_sex,target_age,trial,rate,dem_sex,dem_age,auroc,tpr,fnr,tnr,fpr,ppv,npv,fomr,tn,fp,fn,tp
F,,0,0.1,F,40-60,0.7768458911354913,0.6890243902439024,0.31097560975609756,0.7261462205700124,0.2738537794299876,0.3383233532934132,0.9199372056514914,0.08006279434850863,586,221,51,113
F,,0,0.1,F,60-80,0.7389478706906835,0.6732673267326733,0.32673267326732675,0.672289156626506,0.327710843373494,0.3333333333333333,0.8942307692307693,0.10576923076923077,279,136,33,68
F,,0,0.1,F,80+,0.8051948051948052,0.8181818181818182,0.18181818181818182,0.6190476190476191,0.38095238095238093,0.5294117647058824,0.8666666666666667,0.13333333333333333,13,8,2,9
F,,0,0.25,,,0.7804370398683733,0.7822257806244995,0.2177742193755004,0.6504331538281433,0.3495668461718567,0.39554655870445343,0.9108196721311476,0.08918032786885247,2778,1493,272,977
F,,0,0.25,M,,0.7841292117741065,0.7636138613861386,0.23638613861386137,0.674313805817288,0.325686194182712,0.4369688385269122,0.8960261295590637,0.10397387044093631,1646,795,191,617
F,,0,0.25,F,,0.7819201268849981,0.8163265306122449,0.1836734693877551,0.6185792349726776,0.3814207650273224,0.34026465028355385,0.9332234130255564,0.06677658697444352,1132,698,81,360
F,,0,0.25,,0-20,0.7960251572327044,0.9466666666666667,0.05333333333333334,0.4981132075471698,0.5018867924528302,0.5163636363636364,0.9428571428571428,0.05714285714285714,132,133,8,142
F,,0,0.25,,20-40,0.7861170194807388,0.7857142857142857,0.21428571428571427,0.6344576116681859,0.365542388331814,0.42550143266475643,0.8957528957528957,0.10424710424710425,696,401,81,297
F,,0,0.25,,40-60,0.7684058706951878,0.739514348785872,0.26048565121412803,0.679978700745474,0.3200212992545261,0.3579059829059829,0.9154121863799283,0.08458781362007169,1277,601,118,335
F,,0,0.25,,60-80,0.7611601523162135,0.7578125,0.2421875,0.6525679758308157,0.3474320241691843,0.35992578849721707,0.9126760563380282,0.08732394366197183,648,345,62,194
F,,0,0.25,,80+,0.8048245614035088,0.75,0.25,0.6578947368421053,0.34210526315789475,0.4090909090909091,0.8928571428571429,0.10714285714285714,25,13,3,9
F,,0,0.25,M,0-20,0.8108979614144396,0.9719626168224299,0.028037383177570093,0.543859649122807,0.45614035087719296,0.5714285714285714,0.96875,0.03125,93,78,3,104
F,,0,0.25,M,20-40,0.7786436775662251,0.73828125,0.26171875,0.6490066225165563,0.3509933774834437,0.4713216957605985,0.8540305010893247,0.14596949891067537,392,212,67,189
F,,0,0.25,M,40-60,0.7731383210723737,0.7197231833910035,0.28027681660899656,0.7058823529411765,0.29411764705882354,0.3977055449330784,0.9032258064516129,0.0967741935483871,756,315,81,208
F,,0,0.25,M,60-80,0.7737247460654091,0.7483870967741936,0.25161290322580643,0.6799307958477508,0.32006920415224915,0.3853820598006645,0.9097222222222222,0.09027777777777778,393,185,39,116
F,,0,0.25,M,80+,0.23529411764705888,0.0,1.0,0.7058823529411765,0.29411764705882354,0.0,0.9230769230769231,0.07692307692307693,12,5,1,0
F,,0,0.25,F,0-20,0.7617516081147946,0.8837209302325582,0.11627906976744186,0.4148936170212766,0.5851063829787234,0.40860215053763443,0.8863636363636364,0.11363636363636363,39,55,5,38
F,,0,0.25,F,20-40,0.8225817178199715,0.8852459016393442,0.11475409836065574,0.6166328600405679,0.38336713995943206,0.36363636363636365,0.9559748427672956,0.0440251572327044,304,189,14,108
F,,0,0.25,F,40-60,0.7671441956055249,0.774390243902439,0.22560975609756098,0.6456009913258984,0.3543990086741016,0.3075060532687651,0.9336917562724014,0.06630824372759857,521,286,37,127
F,,0,0.25,F,60-80,0.7424788261958726,0.7722772277227723,0.22772277227722773,0.6144578313253012,0.3855421686746988,0.3277310924369748,0.9172661870503597,0.08273381294964029,255,160,23,78
F,,0,0.25,F,80+,0.8484848484848484,0.8181818181818182,0.18181818181818182,0.6190476190476191,0.38095238095238093,0.5294117647058824,0.8666666666666667,0.13333333333333333,13,8,2,9
F,,0,0.5,,,0.7761010962832546,0.7277822257806245,0.2722177742193755,0.7054553968625614,0.2945446031374385,0.4194739270881403,0.8985982702057859,0.10140172979421413,3013,1258,340,909
F,,0,0.5,M,,0.7781575883930056,0.724009900990099,0.275990099009901,0.7136419500204834,0.2863580499795166,0.45560747663551404,0.8865139949109415,0.11348600508905853,1742,699,223,585
F,,0,0.5,F,,0.775464356963186,0.7346938775510204,0.2653061224489796,0.694535519125683,0.30546448087431693,0.3669309173272933,0.9157060518731989,0.08429394812680115,1271,559,117,324
F,,0,0.5,,0-20,0.7785157232704403,0.8866666666666667,0.11333333333333333,0.5471698113207547,0.4528301886792453,0.525691699604743,0.8950617283950617,0.10493827160493827,145,120,17,133
F,,0,0.5,,20-40,0.7918999869774709,0.7486772486772487,0.25132275132275134,0.6927985414767548,0.3072014585232452,0.45645161290322583,0.8888888888888888,0.1111111111111111,760,337,95,283
F,,0,0.5,,40-60,0.7613025928198472,0.6843267108167771,0.31567328918322296,0.7305644302449414,0.26943556975505856,0.3799019607843137,0.9056105610561056,0.09438943894389439,1372,506,143,310
F,,0,0.5,,60-80,0.7517977404330313,0.6796875,0.3203125,0.7139979859013091,0.28600201409869086,0.3799126637554585,0.8963337547408344,0.10366624525916561,709,284,82,174
F,,0,0.5,,80+,0.7390350877192983,0.75,0.25,0.7105263157894737,0.2894736842105263,0.45,0.9,0.1,27,11,3,9
F,,0,0.5,M,0-20,0.7794173908290977,0.9252336448598131,0.07476635514018691,0.5672514619883041,0.4327485380116959,0.5722543352601156,0.9238095238095239,0.0761904761904762,97,74,8,99
